"from","to","weight"
"Adam Gray","Zeynep Diker",1
"Adam Jatowt","Antal van den Bosch",1
"Adam Jatowt","Katsumi Tanaka",1
"Adam Jatowt","Marten Düring",1
"Adam Jatowt","Ricardo Campos 0001",1
"Adil Alim","Aparna Joshi",1
"Adil Alim","Catherine T. Lawson",1
"Adil Alim","Feng Chen 0001",1
"Adisak Sukul","Baskar Gopalakrishnan",1
"Adisak Sukul","David A. M. Peterson",1
"Adisak Sukul","Wallapak Tavanapong",1
"Adit Krishnan","Aravind Sankar",1
"Adit Krishnan","Jiawei Han 0001",1
"Adit Krishnan","Shi Zhi",1
"Aditya Krishna Menon","Young Lee",1
"Adrian Albert","Jasleen Kaur",1
"Adrian Albert","Marta C. González",1
"Adrienne Colborne","Michael Smit",2
"Adwait Ratnaparkhi","Ben Shahshahani",1
"Adwait Ratnaparkhi","Rohit Chandra",1
"Adway Mitra","Adway Mitra",2
"Adway Mitra",NA,1
"Aeilko H. Zwinderman","Sílvia D. Olabarriaga",1
"Aekyeung Moon","Hang Liu",1
"Aekyeung Moon","Jaeyoung Kim",1
"Aekyeung Moon","Jialing Zhang",1
"Aekyeung Moon","Seung Woo Son 0001",1
"Aghiles Salah","Melissa Ailem",1
"Aghiles Salah","Mohamed Nadif",1
"Agnieszka Chadzynska-Krasowska","Joel Holland",1
"Agnieszka Chadzynska-Krasowska","Marcin Perkowski",1
"Agnieszka Chadzynska-Krasowska","Piotr Synak",1
"Agnieszka Chadzynska-Krasowska","Rick Glick",1
"Agniva Banerjee","Karuna Pande Joshi",1
"Ahmad M. Mustafa","Bhavani M. Thuraisingham",1
"Ahmad M. Mustafa","Frederico Araujo",1
"Ahmad M. Mustafa","Gbadebo Ayoade",1
"Ahmad M. Mustafa","Kevin W. Hamlen",1
"Ahmad M. Mustafa","Khaled Al-Naami",1
"Ahmad M. Mustafa","Latifur Khan",1
"Ahmad Pahlavan Tafti","AnHai Doan",1
"Ahmad Pahlavan Tafti","David Page",1
"Ahmad Pahlavan Tafti","Ehsun Behravesh",1
"Ahmad Pahlavan Tafti","Eric LaRose",1
"Ahmad Pahlavan Tafti","John Mayer",1
"Ahmad Pahlavan Tafti","Jonathan C. Badger",1
"Ahmad Pahlavan Tafti","Mehdi Assefi",1
"Ahmad Pahlavan Tafti","Peggy L. Peissig",1
"Ahmed Abdelhadi","Charles Clancy",1
"Ahmed El-Roby","Ashraf Aboulnaga",1
"Ahmed El Kholy","Madian Khabsa",1
"Ahmed Hassan Awadallah","Ahmed El Kholy",1
"Ahmed Hassan Awadallah","Emine Yilmaz",1
"Ahmed Hassan Awadallah","Georg Buscher",1
"Ahmed Hassan Awadallah","Imed Zitouni",2
"Ahmed Hassan Awadallah","Madian Khabsa",2
"Ahmed Hassan Awadallah","Mark J. Encarnación",1
"Ahmed Hassan Awadallah","Michael Gamon",1
"Ahmed Hassan Awadallah","Milad Shokouhi",1
"Ahmed Hassan Awadallah","Patrick Pantel",1
"Ahmed Lasisi","Nii O. Attoh-Okine",1
"Ahmet Bugra Koku","Ayad Abdul-Malek",1
"Ahmet Bugra Koku","Keaton Hamm",1
"Ahmet Bugra Koku","Mustafa Parlaktuna",1
"Ahmet Bugra Koku","Nagendrababu Vanamala",1
"Ahmet Küçük","Berkay Aydin",1
"Ahmet Küçük","Rafal A. Angryk",1
"Ahsanul Haque","Bo Dong",1
"Ahsanul Haque","Kevin W. Hamlen",1
"Ahsanul Haque","Latifur Khan",2
"Ahsanul Haque","Mohammad M. Masud",1
"Ahsanul Haque","Swarup Chandra",1
"Ahsanul Haque","Zhuoyi Wang",1
"Ai-Jou Chou","Chih-Wei Yi",1
"Ai-Jou Chou","Wen-Chih Peng",1
"Ai-Jou Chou","Xiaochuan Gou",1
"Ailun Ye","Antoaneta Serguieva",1
"Ailun Ye","Edward P. K. Tsang",1
"Ailun Ye","Venkata L. Raju Chinthalapati",1
"Aimin Pan","Zhiguo Gong",1
"Aixin Sun","Chenliang Li",1
"Aixin Sun","Jialong Han",2
"Aixin Sun","Sibo Wang 0001",1
"Aixin Sun","Yi Tay",1
"Ajay Dholakia","Berni Schiefer",1
"Ajay Dholakia","Kshitij Doshi",1
"Ajay Dholakia","Matthew Sheard",1
"Ajay Dholakia","Prasad Venkatachar",1
"Ajay Dholakia","Ramnath Sai Sagar",1
"Ajay Dholakia","Ravikanth Durgavajhala",1
"Ajay Dholakia","Stewart Tate",1
"Ajaya Neupane","Leanne M. Hirshfield",1
"Ajaya Neupane","Nitesh Saxena",1
"Ajinkya Kale","Leon Stein",1
"Ajinkya Kale","M. Hadi Kiapour",1
"Ajinkya Kale","Qiaosong Wang",1
"Ajinkya Kale","Robinson Piramuthu",1
"Ajinkya Kale","Yury Bubnov",1
"Aki-Hiro Sato","Aki-Hiro Sato",2
"Aki-Hiro Sato","Hiroe Tsubaki",1
"Aki-Hiro Sato","Shoki Nishimura",1
"Aki-Hiro Sato",NA,1
"Akihiro Nakao","Masato Oguchi",2
"Akihiro Nakao","Saneyasu Yamaguchi",2
"Akinori Abe","Yuki Hayashi",1
"Akira Ishii","Takayuki Mizuno",1
"Akira Ishii","Yasuko Kawahata",1
"Akira Tanaka","Katsuki Fujisawa",1
"Akira Tanaka","Nariaki Tateiwa",1
"Akira Tanaka","Nozomi Hata",1
"Akira Umayabara","Hayato Yamana",1
"Akram Aldroubi","Ahmet Bugra Koku",1
"Akram Aldroubi","Keaton Hamm",1
"Akshay Kansal","Francesca Spezzano",1
"Akshay Krishnamurthy","Andrew McCallum",1
"Akshay Naresh Modi","Jarek Wilkiewicz",1
"Akshay Naresh Modi","Martin Wicke",1
"Akshay Naresh Modi","Martin Zinkevich",1
"Akshay Naresh Modi","Neoklis Polyzotis",1
"Akshay Naresh Modi","Steven Euijong Whang",1
"Akshay Naresh Modi","Sudip Roy 0002",1
"Akshay Naresh Modi","Sukriti Ramesh",1
"Akshay Naresh Modi","Xin Zhang",1
"Akshay Soni","Troy Chevalier",1
"Alan Cullen","Bill Williams",1
"Alan Cullen","Saritha Arunkumar",1
"Alan Cullen","Seraphin B. Calo",1
"Alan Edelman","Alan Edelman",2
"Alan Edelman",NA,1
"Alan Green","Alexandre Mah",1
"Alan Green","Cayden Meyer",1
"Alan Green","Divanshu Garg",1
"Alan Green","Michael Smith 0024",1
"Alan Green","Reuben Kan",1
"Alan Leidner","Carsten Rönsdorf",1
"Alan Leidner","George Percivall",1
"Alan Ritter","Brendan O'Connor",1
"Alban Siffer","Alexandre Termier",1
"Alban Siffer","Christine Largouët",1
"Alban Siffer","Pierre-Alain Fouque",1
"Albert Bifet","Bernhard Pfahringer",1
"Albert Bifet","Cheng He",1
"Albert Bifet","Geoff Holmes 0001",1
"Albert Bifet","Jiajin Zhang",1
"Albert Bifet","Jianfeng Qian",1
"Albert Bifet","Jianfeng Zhang",1
"Albert Bifet","Talel Abdessalem",1
"Albert Bifet","Wei Fan 0001",1
"Albert van der Linde","Annette Bieniusa",1
"Albert van der Linde","João Leitão 0001",1
"Albert van der Linde","Nuno M. Preguiça",1
"Albert van der Linde","Pedro Fouto",1
"Albert van der Linde","Santiago J. Castiñeira",1
"Alberto Falzone","Andrea Luciani",2
"Alberto Messina","Alessio Bosca",1
"Alberto Messina","Nicolo Bidotti",1
"Alberto Messina","Paolo Platter",1
"Alborz Geramifard","Deepak Agarwal",1
"Alejandro de la Vega","Tal Yarkoni",1
"Alejandro Mottini","Rodrigo Acuna-Agost",1
"Aleksandar Bojchevski","Stephan Günnemann",1
"Aleksandar Bojchevski","Yves Matkovic",1
"Alessandra Russo","Dinesh C. Verma",1
"Alessandra Russo","Seraphin B. Calo",1
"Alessandro Bozzon","David M. J. Tax",1
"Alessandro Bozzon","Pradeep K. Murukannaiah",1
"Alessandro Bozzon","Sandya Mannarswamy",1
"Alessandro Bozzon","Tridib Mukherjee",1
"Alessandro Epasto","Luca Foschini",1
"Alessandro Epasto","Morteza Zadimoghaddam",1
"Alessandro Epasto","Renato Paes Leme",1
"Alessandro Epasto","Sergei Vassilvitskii",1
"Alessandro Epasto","Silvio Lattanzi",2
"Alessandro Lulli","Davide Anguita",1
"Alessandro Lulli","Luca Oneto",1
"Alessio Conte","Caterina Mordente",1
"Alessio Conte","Donatella Firmani",1
"Alessio Conte","Maurizio Patrignani",1
"Alessio Conte","Riccardo Torlone",1
"Alessio Signorini","David C. Kale",1
"Alex Beutel","Ed Huai-hsin Chi",1
"Alex Beutel","Hubert Pham",1
"Alex Beutel","John R. Anderson",1
"Alex Beutel","Zhiyuan Cheng 0002",1
"Alex Bogatu","Alvaro A. A. Fernandes",1
"Alex Bogatu","Cristina Civili",1
"Alex Bogatu","Edward Abel",1
"Alex Bogatu","John A. Keane",1
"Alex Bogatu","Leonid Libkin",1
"Alex Bogatu","Nikolaos Konstantinou 0001",1
"Alex Bogatu","Norman W. Paton",1
"Alex Chojnacki","Arya Farahi",1
"Alex Chojnacki","Chengyu Dai",1
"Alex Chojnacki","Daniel T. Zhang",1
"Alex Chojnacki","Eric M. Schwartz",1
"Alex Chojnacki","Guangsha Shi",1
"Alex Chojnacki","Jacob D. Abernethy",1
"Alex Chojnacki","Jared Webb",1
"Alex D. Leow","Ann B. Ragin",1
"Alex Kaplunovich","Yelena Yesha",1
"Alex Libov","Ariel Raviv",2
"Alex Libov","Yoelle Maarek",2
"Alex Morales","ChengXiang Zhai",1
"Alex Sciuto","Jason I. Hong",1
"Alex Sim","Seongwook Hwangbo",1
"Alex Watson","Deepigha Shree Vittal Babu",1
"Alex Watson","Suprio Ray",1
"Alexander Acker","Anton Gulenko",1
"Alexander Acker","Florian Schmidt 0006",1
"Alexander Acker","Odej Kao",1
"Alexander Acker","Reinhard Kietzmann",1
"Alexander Brodsky 0001","Daniel A. Menascé",1
"Alexander Brodsky 0001","M. Omar Nachawati",1
"Alexander Brodsky 0001","Mohan Krishnamoorthy",1
"Alexander Brodsky 0001","William Z. Bernstein",1
"Alexander Burnap","Jeffrey Hartley",1
"Alexander Burnap","Panos Y. Papalambros",1
"Alexander Burnap","Richard Gonzalez",1
"Alexander Denzler","Michael Kaufmann 0004",1
"Alexander G. Ororbia II","C. Lee Giles",1
"Alexander G. Ororbia II","Xinyu Xing",1
"Alexander G. Ororbia II","Xue Liu 0001",1
"Alexander Heifetz","Lalana Kagal",1
"Alexander Heifetz","Vaikkunth Mugunthan",1
"Alexander Herzog","Amy W. Apon",1
"Alexander Herzog","André Luckow",1
"Alexander Herzog","Christopher Gropp",1
"Alexander Herzog","Ilya Safro",1
"Alexander Herzog","Jason Thatcher",1
"Alexander Herzog","Ramu Nerella",1
"Alexander Herzog","Sneha Kadam",1
"Alexander Herzog","Yuheng Du",1
"Alexander Keller 0003","Fei Chiang",1
"Alexander Keller 0003","Jaroslaw Szlichta",1
"Alexander Keller 0003","Lukasz Golab",1
"Alexander Konovalov 0003","Alan Ritter",1
"Alexander Konovalov 0003","Benjamin Strauss",1
"Alexander Konovalov 0003","Brendan O'Connor",1
"Alexander Kotov","Rojiar Pir Mohammadiani",1
"Alexander Kotov","Yumei Huo",1
"Alexander Nus","Fiana Raiber",1
"Alexander Stiemer","Heiko Schuldt",2
"Alexander Ulanov","Carlos Zubieta",1
"Alexander Ulanov","Jun Li",1
"Alexander Ulanov","Manish Marwah",1
"Alexander Ulanov","Mijung Kim",1
"Alexander Ulanov","Roshan Dathathri",1
"Alexandra Arkut","Jaap Kamps",1
"Alexandra Arkut","Maarten Marx",1
"Alexandre Mah","Cayden Meyer",1
"Alexandre Mah","Divanshu Garg",1
"Alexandre Mah","Michael Smith 0024",1
"Alexandre Mah","Reuben Kan",1
"Alexandre Termier","Christine Largouët",1
"Alexandrin Popescul","Alan Green",1
"Alexandrin Popescul","Alexandre Mah",1
"Alexandrin Popescul","Cayden Meyer",1
"Alexandrin Popescul","Divanshu Garg",1
"Alexandrin Popescul","Julian Gibbons",1
"Alexandrin Popescul","Marc Najork",1
"Alexandrin Popescul","Michael Smith 0024",1
"Alexandrin Popescul","Mike Colagrosso",1
"Alexandrin Popescul","Reuben Kan",1
"Alexandros Ntoulas","Alex Delis",2
"Alexandru Costan","Bogdan Nicolae",1
"Alexandru Costan","Gabriel Antoniu",1
"Alexandru Costan","Luc Bougé",1
"Alexandru Costan","María S. Pérez-Hernández",1
"Alexandru Costan","Radu Tudoran",1
"Alexandru Costan","Stefano Bortoli",1
"Alexandru Valcov","Allan N. Zhang",1
"Alexandru Valcov","Rong Wen",1
"Alexandru Valcov","Wenjing Yan",1
"Alexey Borisov","Maarten de Rijke",1
"Alexey Drutsa","Alexey Drutsa",2
"Alexey Drutsa","Gleb Gusev",1
"Alexey Drutsa","Pavel Serdyukov",1
"Alexey Drutsa",NA,1
"Alexia Delfino","Juliane E. Kämmer",1
"Alexia Delfino","Mehdi Moussaïd",1
"Alexia Delfino","Thorsten Joachims",1
"Alexsandro Fonseca","Fatiha Sadat",1
"Alexsandro Fonseca","Hakim Lounis",1
"Alfons Kemper","Thomas Neumann 0001",1
"Alfonso G. Tarditi","B. Aditya Prakash",1
"Alfonso G. Tarditi","Supriya Chinthavali",1
"Alfonso P. Ramallo-González","Antonio F. Skarmeta",1
"Alfonso P. Ramallo-González","Fernando Terroso-Saenz",1
"Alfredo Cuesta-Infante","Arun Ross",1
"Alfredo Cuesta-Infante","Kalyan Veeramachaneni",1
"Alfredo Cuzzocrea","Fabio Martinelli",1
"Alfredo Cuzzocrea","Francesco Mercaldo",1
"Alfredo Cuzzocrea","Gianni Vercelli",1
"Alfredo Cuzzocrea","Hossain Shahriar",1
"Alfredo Cuzzocrea","Traian Marius Truta",1
"Ali Anaissi","Yang Wang",1
"Ali Arabzadeh","Hamid R. Rabiee",1
"Ali Arabzadeh","Hongyuan Zha",1
"Ali Arabzadeh","Mehrdad Farajtabar",1
"Ali Braytee","Daniel R. Catchpoole",1
"Ali Braytee","Paul J. Kennedy",1
"Ali Braytee","Wei Liu 0007",1
"Ali Khodadadi","Ali Arabzadeh",1
"Ali Khodadadi","Hamid R. Rabiee",1
"Ali Khodadadi","Hongyuan Zha",1
"Ali Khodadadi","Mehrdad Farajtabar",1
"Ali Pinar","C. Seshadhri",1
"Ali Pinar","Vaidyanathan Vishal",1
"Ali Raza Butt","Michael J. Brim",1
"Ali Raza Butt","Ramakrishnan Kannan",1
"Ali Raza Butt","Sangeetha B. Srinivasa",1
"Ali Sekmen","Ahmet Bugra Koku",2
"Ali Sekmen","Akram Aldroubi",1
"Ali Sekmen","Ayad Abdul-Malek",1
"Ali Sekmen","Keaton Hamm",1
"Ali Sekmen","Mustafa Parlaktuna",1
"Ali Sekmen","Nagendrababu Vanamala",1
"Aliaksei Severyn","Mark Cieliebak",1
"Aliaksei Severyn","Martin Jaggi",1
"Aliaksei Severyn","Simon Müller",1
"Aliaksei Severyn","Thomas Hofmann",1
"Alicja Piotrkowicz","Jahna Otterbacher",1
"Alicja Piotrkowicz","Katja Markert",1
"Alicja Piotrkowicz","Vania Dimitrova",1
"Alin Dobra","Bradley Reaves",1
"Alin Dobra","Nabil Schear",1
"Alin Dobra","Patrick T. Cable II",1
"Alin Dobra","Thomas Moyer",1
"Alina Campan","Alfredo Cuzzocrea",1
"Alina Campan","Traian Marius Truta",1
"Alina Lazar","Alex Sim",1
"Alina Lazar","C. Anna Spurlock",1
"Alina Lazar","Kesheng Wu",1
"Alina Lazar","Ling Jin",1
"Alina Oprea","Ayse K. Coskun",1
"Alina Oprea","Katzalin Olcoz",1
"Alistair Moffat","Matthias Petri",1
"Allan N. Zhang","Mark Goh",1
"Allan N. Zhang","Rong Wen",1
"Allan N. Zhang","Sobhan Asian",1
"Allan N. Zhang","Wenjing Yan",2
"Allard J. van Altena","Aeilko H. Zwinderman",1
"Allard J. van Altena","Perry D. Moerland",1
"Allard J. van Altena","Sílvia D. Olabarriaga",1
"Alokkumar Jha","Dietrich Rebholz-Schuhmann",1
"Alokkumar Jha","Ratnesh Sahay",1
"Aloysious J. L. Lee","Allan N. Zhang",1
"Aloysious J. L. Lee","D. Paul",1
"Aloysious J. L. Lee","Mark Goh",1
"Aloysious J. L. Lee","W. J. Yan",1
"Alvaro A. A. Fernandes","John A. Keane",1
"Alvaro A. A. Fernandes","Leonid Libkin",1
"Alvaro A. A. Fernandes","Norman W. Paton",1
"Alvin Cheung","Junwen Yang",1
"Alvin Cheung","Shan Lu 0001",1
"Amal Zouaq","Alexandre Kouznetsov",1
"Aman Agarwal","Soumya Basu 0003",1
"Aman Agarwal","Thorsten Joachims",1
"Aman Agarwal","Tobias Schnabel",1
"Aman Grover","Dhruv Arya",1
"Aman Grover","Ganesh Venkataraman",1
"Aman Kharb","Animesh Mukherjee 0001",1
"Amin Beheshti","Boualem Benatallah",1
"Amin Beheshti","HuangTao Xiong",1
"Amin Beheshti","Reza Nouri",1
"Amin Beheshti","Van Munin Chhieng",1
"Amin Beheshti","Xu Zhao",1
"Amin Majd","Elena Troubitsyna",1
"Amine Ghrab","Sabri Skhiri",1
"Amine Ghrab","Siegfried Nijssen",1
"Amir Pouran Ben Veyseh","Daniel Lowd",1
"Amir Pouran Ben Veyseh","Dejing Dou",1
"Amir Pouran Ben Veyseh","Javid Ebrahimi",1
"Amira Mohamed","Haitham Abu-Rub",1
"Amit Goyal","Hiroshi Mamitsuka",1
"Amit Goyal","Jianhui Chen",1
"Amit Goyal","Kishan Wimalawarne",1
"Amit Goyal","Samuel Kaski",1
"Amit Goyal","Suleiman A. Khan",1
"Amit Goyal","Yi Chang 0001",1
"Amit Gupta","Hamza Harkous",1
"Amit Gupta","Karl Aberer",1
"Amit Gupta","Rémi Lebret",1
"Amit P. Sheth","Derek Doran",1
"Amit Pande","Vishal Ahuja",1
"Amit Rai","Hua Gao",1
"Amlan Chatterjee","Chandra N. Sekharan",1
"Amr Ahmed","Daniel Silva",1
"Amr Ahmed","Gowtham Ramani Kumar",1
"Amr Ahmed","James Long",1
"Amr Ahmed","Ritendra Datta",1
"Amr Ahmed","Yuan Wang",1
"Amy X. Zhang","Bryan Culbertson",1
"Amy X. Zhang","Praveen Paritosh",1
"An Liu 0002","Guanfeng Liu 0001",1
"An Liu 0002","Kai Zheng 0001",1
"An Liu 0002","Lei Zhao 0001",1
"An Nguyen","Phuong Vo",1
"An Nguyen","Tu Vu",1
"Ana Nika","Ben Y. Zhao",1
"Ana Nika","Haitao Zheng 0001",1
"Ana Nika","Xinyi Zhang",1
"Ana Nika","Yanzi Zhu",1
"Ana Nika","Yuanshun Yao",1
"Ana Paula Couto da Silva","Jussara M. Almeida",1
"Anahita Davoudi","Mainak Chatterjee",1
"Anand Iyer","S. V. N. Vishwanathan",1
"Anand Srinivasan","Amiya Nayak",1
"Anastasios Noulas","Cecilia Mascolo",1
"Anbang Xu","Jalal Mahmud",2
"Anbang Xu","Mengdi Zhang",1
"Anbang Xu","Neil Boyette",1
"Anbang Xu","Rama Akkiraju",1
"Anbang Xu","Taiga Nakamura",1
"Anbang Xu","Vibha Sinha",2
"Anderson Araujo","Bianor Neto",1
"Anderson Araujo","Gustavo Girão",1
"Anderson Araujo","Itamir Filho",1
"Anderson Araujo","Kayo Goncalves",1
"Anderson Araujo","Rubem Kalebe",1
"András Vörös 0002","Bálint Daróczy",1
"André L. M. Vilela","Hua Xu",1
"André L. M. Vilela","Lixin Tian",1
"André L. M. Vilela","Ruijin Du",1
"André Lopes","Caio Ponte",1
"André Lopes","Sofia Cavalcante",1
"André Lopes","Victor Dantas",1
"André Luckow","Amy W. Apon",1
"André Luckow","Christopher Gropp",1
"André Luckow","Ramu Nerella",1
"André Luiz da Costa Carvalho","Fernando Anglada Lores",1
"André Luiz da Costa Carvalho","Maria da Graça Campos Pimentel",1
"Andréa Cacho","Frederico Lopes",1
"Andréa Cacho","Maria Valeria Araujo",1
"Andrea Dalla Valle","Claudio Rossi 0003",1
"Andrea Dalla Valle","Francesco Scullino",1
"Andrea Dalla Valle","Paolo Garza",1
"Andrea Gobbi","Azra Alikadic",1
"Andrea Gobbi","Cesare Furlanello",2
"Andrea Gobbi","Claudio Rossi 0003",1
"Andrea Gobbi","Federico Angaramo",1
"Andrea Gobbi","Gunter Zeug",1
"Andrea Gobbi","J. Martinez",1
"Andrea Gobbi","Kaisa Riikka Ylinen",1
"Andrea Gobbi","M. Weirathe",1
"Andrea Gobbi","R. Yuste",1
"Andrea Gobbi","S. Castro",1
"Andrea Gobbi","T. Velin",1
"Andrea Gobbi","V. Moreno",1
"Andrea Piscitello","Alex D. Leow",1
"Andrea Piscitello","John Zulueta",1
"Andrea Piscitello","Kelly Ryan",1
"Andrea Piscitello","Olu Ajilore",1
"Andrés Abeliuk","Gerardo Berbeglia",1
"Andrés Abeliuk","Kristina Lerman",1
"Andrés Abeliuk","Pascal Van Hentenryck",1
"Andrés Abeliuk","Tad Hogg",1
"Andrew Chang","Apoorva Chauhan",1
"Andrew Chang","Connor Song",1
"Andrew Chang","Jessica Li",1
"Andrew Chang","Justin Zhan",1
"Andrew Chang","Michael Ferra",1
"Andrew Chang","Shahram Latifi",1
"Andrew Chang","Theresa Sager",1
"Andrew Fukuda","Olga Babko-Malaya",1
"Andrew Fukuda","Rebecca Cathey",1
"Andrew Fukuda","Steve Hinton",1
"Andrew Haines","Mounia Lalmas",1
"Andrew Halterman","Christan Grant",1
"Andrew Halterman","Jill Irvine",1
"Andrew Halterman","Manar Landis",1
"Andrew Halterman","Mohiuddin Solaimani",1
"Andrew Halterman","Phanindra Jalla",1
"Andrew Halterman","Yan Liang",1
"Andrew Potter","Ethan Thornburg",1
"Andrew Potter","Satyanarayana Reddy Janga",1
"Andrew Potter","Sergey Tolkachov",1
"Andrew R. Michaelis","Auroop R. Ganguly",1
"Andrew R. Michaelis","Ramakrishna R. Nemani",1
"Andrew Salopek","Fang Jin",1
"Andrew Salopek","Liang Zhao 0002",1
"Andrew Stephen McGough","Boguslaw Obara",1
"Andrew Tomkins","Alborz Geramifard",1
"Andrew Tomkins","Deepak Agarwal",1
"Andrew Tomkins","Larry P. Heck",1
"Andrew Trotman","Wei Min",1
"Andrew Trotman","Xiao Wang",1
"Andrew Trotman","Zongru Wan",1
"Andrew Yates","Nazli Goharian",1
"Andrii Shalaginov","Jan William Johnsen",1
"Andrii Shalaginov","Katrin Franke",1
"Andrzej Janusz","Dominik Slezak",1
"Andrzej Janusz","Marcin S. Szczuka",1
"Andrzej Pacuk","Piotr Wygocki",1
"Andy Berglund","Andy Berglund",2
"Andy Berglund",NA,1
"Aneesh Sharma","Ashish Goel",1
"Aneesh Sharma","C. Seshadhri",1
"Angelina A. Tzacheva","Zbigniew W. Ras",1
"Ângelo Cardoso","C. H. Bryan Liu",1
"Ângelo Cardoso","Marc Peter Deisenroth",1
"Ângelo Cardoso","Roberto Pagliari",1
"Angelo Furno","Eugenio Zimeo",1
"Angelo Furno","Nour-Eddin El Faouzi",1
"Angelo Furno","Rajesh Sharma",1
"AnHai Doan","David Page",1
"AnHai Doan","Peggy L. Peissig",1
"Aniket Kittur","Dafna Shahaf",1
"Aniko Hannak","András Vörös 0002",1
"Aniko Hannak","Bálint Daróczy",1
"Anil K. Jain 0001","Jiayu Zhou",1
"Animesh Mukherjee 0001","Soumen Chakrabarti",1
"Anirban Das","Jisheng Wang",1
"Anirban Das","Min-Yi Shen",1
"Aniruddha Datta","M. Sam Mannan",1
"Anis Zaman","Henry A. Kautz",1
"Anis Zaman","Nabil Hossain",1
"Anja Evelyn Amundsen","Kenneth M. Ovens",1
"Ankit Desai","Sanjay Chaudhary",1
"Ankita R. Nambiar","Debojyoti Dutta",1
"Ankita R. Nambiar","Nikitha Reddy",1
"Ankush Khandelwal","Anuj Karpatne",1
"Ankush Khandelwal","Guruprasad Nayak",1
"Ankush Khandelwal","James Gerber",1
"Ankush Khandelwal","Kimberly Carlson",1
"Ankush Khandelwal","Paul C. West",1
"Ankush Khandelwal","Vipin Kumar",2
"Anlei Dong","Hongyuan Zha",1
