"from","to","weight"
"Liang Zhang","Jiliang Tang",1
"Liang Zhang","Long Xia",1
"Liang Zhang","Zhuoye Ding",1
"Liang Zhang 0021","Krishnaram Kenthapadi",1
"Liang Zhao","Chang-Tien Lu",1
"Liang Zhao","Wenmo Kong",1
"Liang Zhao","Xuchao Zhang",1
"Liang Zhao","Zitong Sheng",1
"Liang Zhao 0002","Amir Alipour-Fanid",1
"Liang Zhao 0002","Kai Zeng 0001",1
"Liang Zhao 0002","Martin Slawski",1
"Liang Zhao 0002","Yanfang Ye",1
"Liang Zhu","Yao Peng",1
"Liang Zhu","Yining Lin",1
"Liangcai Gao","Ke Yuan",1
"Liangcai Gao","Xiaozhong Liu",1
"Liangcai Gao","Zheng Gao",1
"Liangcai Gao","Zhi Tang",1
"Liangda Li","ChengXiang Zhai",1
"Liangda Li","Yi Chang 0001",1
"Liangyue Li","Hanghang Tong",1
"Liangyue Li","Huan Liu",1
"Libby Hemphill","Aron Culotta",1
"Libing Wu","Chenliang Li",1
"Libing Wu","Cong Quan",1
"Libing Wu","Donghong Ji",1
"Lichan Hong","Ed H. Chi",1
"Lichao Sun","Philip S. Yu",1
"Lichao Sun","Wei Chen",1
"Lichao Sun","Weiran Huang 0001",1
"Lichun Yang","Haishan Liu",1
"Lifang He 0001","Bokai Cao",1
"Lifang He 0001","Fengjiao Wang",1
"Lifang He 0001","Hao Ding",1
"Lifang He 0001","Philip S. Yu",2
"Lifang He 0001","Sihong Xie",1
"Lifu Huang","Chin-Yew Lin",1
"Lifu Huang","Heng Ji",1
"Lifu Huang","Jiawei Han 0001",1
"Lihan Chen","Chenhao Xie 0002",1
"Lihan Chen","Jiaqing Liang",1
"Lihan Chen","Yanghua Xiao",1
"Lihao Zhang","Keli Xiao",1
"Lihao Zhang","Wenjun Zhou 0001",1
"Lihao Zhang","Yong Ge",1
"Lihao Zhang","Yuefan Deng",1
"Lihong Wang","Qiang Yang 0001",1
"Lihong Wang","Yangqiu Song",1
"Lijian Wan","Tingjian Ge",1
"Lijun Chen 0001","Youjian Eugene Liu",1
"Liliana Melgar","Roeland Ordelman",1
"Lily Hu","Yiling Chen",1
"Lin-Ching Chang","Alexander Dromerick",2
"Lin-Ching Chang","Elaine M. Bochniewicz",1
"Lin-Ching Chang","Evan Chan",1
"Lin-Ching Chang","Ibrahim Almubark",1
"Lin-Ching Chang","iian Black",1
"Lin-Ching Chang","Ji Chen",1
"Lin-Ching Chang","Liqi Shu",1
"Lin-Ching Chang","Peter S. Lum",2
"Lin-Ching Chang","Rahsaan J. Holley",1
"Lin Gong","Hongning Wang",1
"Lin Huo","Qin Bao",1
"Lin Huo","Xiaoning Cui",1
"Lin Li","Angela Lai",1
"Lin Li","Cara Jones",1
"Lin Li","Charlie K. Dagli",1
"Lin Li","Matthew P. Daggett",1
"Lin Li","Olga Simek",1
"Lin Liu 0003","Jiuyong Li",1
"Lin Liu 0003","Thuc Duy Le",1
"Lin Sun","Lan Zhang",1
"Lin Sun","Xiaojun Ye",1
"Lin Yang","Chaobo Shen",1
"Lin Yang","Jiaying Xu",1
"Lin Yang","Jing Xiao 0006",1
"Lin Yang","Liang Xu",1
"Lin Yang","Mei Han",1
"Lin Yang","Qin Li",1
"Lin Yang","Shaofeng Lu",1
"Lin Yang","Wenge Tang",1
"Lin Yang","Xian Li",1
"Lin Yang","Xianxian Chen",1
"Lin Yang","Xiaowen Ruan",1
"Lina Yao","Kaixuan Chen",1
"Lina Yao","Sen Wang 0001",1
"Linchuan Xu","Jiannong Cao 0001",1
"Linchuan Xu","Philip S. Yu",1
"Linchuan Xu","Xiaokai Wei",1
"Linda Reijnhoudt","Boyan Simeonov",1
"Lindsay Blackwell","Cliff Lampe",1
"Lindsay Blackwell","Sarita Schoenebeck",1
"Lindsay Blackwell","Tianying Chen",1
"Lindsay Reynolds","Shaomei Wu",1
"Ling Chen","Huan Liu",1
"Ling Liu 0001","Bhuvan Bamba",1
"Ling Liu 0001","Kisung Lee",1
"Ling Liu 0001","Margaret Loper",1
"Ling Tian","Bo Song",1
"Ling Tian","Yuan Ling",1
"Ling Tian","Zheng Chen 0010",1
"Lingbing Guo","Chengkai Li",1
"Lingbing Guo","Wei Hu",1
"Lingfei Wu","Charu C. Aggarwal",1
"Lingfei Wu","Fangli Xu",1
"Lingfei Wu","Ian En-Hsu Yen",1
"Lingfei Wu","Pin-Yu Chen",1
"Lingfei Wu","Yinglong Xia",1
"Linglan Zhang","Ailin Chen",1
"Linglan Zhang","Mei Mei",1
"Linglan Zhang","Weina Meng",1
"Linglan Zhang","Ying Liu",1
"Lingling Yi","Shiqiang Yang",1
"Lingxiao Zhao","Leman Akoglu",1
"Lingyang Chu","Jian Pei",1
"Lingyang Chu","Juhua Hu",1
"Lingyang Chu","Lanjun Wang",1
"Lingyang Chu","Xia Hu",1
"Lingyun Wu","Jiamin Ren",1
"Lingyun Wu","Ping Luo 0002",2
"Lingyun Wu","Ruimao Zhang",1
"Lingyun Wu","Xinjiang Wang",1
"Lingzi Hong","Vanessa Frías-Martínez",1
"Linh Le","Vijay V. Raghavan 0001",1
"Linh Le","Ying Xie",1
"Linjun Yang","Arun Sacheti",1
"Linjun Yang","Jiapei Huang",1
"Linjun Yang","Li Huang",1
"Linjun Yang","Meenaz Merchant",1
"Linjun Yang","Pavel Komlev",1
"Linjun Yang","Xi (Stephen) Chen",1
"Linjun Yang","Ye Wu",1
"Linping Yuan","Huamin Qu",1
"Linxia Gong","Changjie Fan",1
"Linxia Gong","Yifu Li",1
"Linxia Gong","Zhou Zhao",1
"Linxiao Bai","Amen Ptah",1
"Linxiao Bai","Catherine Cerulli",1
"Linxiao Bai","Christopher Homan",1
"Linxiao Bai","Deepak Pandita",1
"Linxiao Bai","Henry A. Kautz",1
"Linxiao Bai","Melanie Funchess",1
"Lipeng Zhang","Benyou Wang",1
"Lipeng Zhang","Dawei Song 0001",1
"Liqi Shu","Alexander Dromerick",1
"Liqi Shu","Peter S. Lum",1
"Liqiang Nie","Jian-Yun Nie",1
"Liqiang Nie","Jun Ma 0001",1
"Liqiang Nie","Tat-Seng Chua",2
"Liqin Zhao","Bochao Liu",1
"Liqin Zhao","Guorui Zhou",1
"Liqin Zhao","Haoyu Liu",1
"Liqin Zhao","Huiming Yi",1
"Liqin Zhao","Keyu Chen",1
"Liqin Zhao","Kun Gai",1
"Liqin Zhao","Peng Sun",1
"Liqin Zhao","Pengtao Yi",1
"Liqin Zhao","Shuying Liu",1
"Liqin Zhao","Sui Huang",1
"Liqin Zhao","Xiaoqiang Zhu",1
"Liqin Zhao","Yu Zhang",1
"Liqin Zhao","Zelin Hu",1
"Liqin Zhao","Zhiqiang Zhang 0011",1
"Liron I. Allerhand","Brit Youngmann",1
"Liron I. Allerhand","David Arkadir",1
"Liron I. Allerhand","Elad Yom-Tov",1
"Lisa Gerhardt","Jey Kottalam",1
"Lisa Gerhardt","Kristyn J. Maschhoff",1
"Lisa Gerhardt","Michael F. Ringenburg",1
"Lisa Gerhardt","Prabhat",1
"Lisa Singh","Nathan Schneider",1
"Liu Yang 0005","W. Bruce Croft",1
"Lixin Gao 0001","David E. Irwin 0001",1
"Lixin Zhang 0002","Hainan Ye",1
"Lixin Zhang 0002","Jianfeng Zhan",1
"Lixing Song","Dong Wang 0002",1
"Lixing Song","Qi Li 0016",1
"Lixing Song","Yang Zhang 0031",1
"Lluis Garcia Pueyo","Andrei Z. Broder",1
"Lluis Garcia Pueyo","James B. Wendt",1
"Lluis Garcia Pueyo","Marc Najork",1
"Long H. Nguyen","Fang Jin",1
"Long Xia","Dawei Yin",1
"Long Xia","Jiliang Tang",1
"Long Xiang","Jian Zeng",1
"Longbing Cao","Huan Liu",1
"Longbing Cao","Ivor W. Tsang",1
"Longbing Cao","Ling Chen",1
"Longbing Cao","Xing Xie 0001",1
"Longfei Li","Jun Zhou 0011",1
"Longfei Li","Xiaolong Li 0005",1
"Loredana Caruccio","Domenico Desiato",1
"Loredana Caruccio","Giuseppe Polese",1
"Louis Faust","Nitesh V. Chawla",1
"Louis Jachiet","Nabil Layaïda",1
"Louis Jachiet","Pierre Genevès",1
"Louis Kazaglis","Jaideep Srivastava",1
"Lovekesh Vig","Gautam Shroff",1
"Lu-An Tang","Anshumali Shrivastava",1
"Lu-An Tang","Chen Luo",1
"Lu-An Tang","Guofei Jiang",1
"Lu-An Tang","Haifeng Chen",2
"Lu-An Tang","Hui Zhang",1
"Lu-An Tang","Jieping Ye",1
"Lu-An Tang","Kai Zhang 0001",1
"Lu-An Tang","Wei Cheng 0002",1
"Lu-An Tang","Zhichun Li",3
"Lu Bai 0001","Lixin Cui",1
"Lu Su","Aidong Zhang",1
"Lu Su","Bolin Ding",1
"Lu Su","Jing Gao 0004",3
"Lu Su","Kui Ren 0001",1
"Lu Su","Mengdi Huai",1
"Lu Su","Qi Li 0012",1
"Lu Su","Wenjun Jiang",1
"Lu Su","Zhan Qin",1
"Lu Wang","Hongyuan Zha",1
"Lu Wang","Wei Zhang 0056",1
"Lu Wang","Xiaofeng He",1
"Lu Yu 0006","Nitesh V. Chawla",1
"Lu Yu 0006","Xiangliang Zhang 0001",2
"Lu Zhang 0021","Xintao Wu",2
"Luca Nanni","Pietro Pinoli",1
"Lucas Henrique C. Lima","Abhijnan Chakraborty",1
"Lucas Henrique C. Lima","Fabrício Benevenuto",1
"Lucas Henrique C. Lima","Juhi Kulshrestha",1
"Lucas Henrique C. Lima","Krishna P. Gummadi",1
"Lucas Henrique C. Lima","Mahmoudreza Babaei",1
"Lucas Maystre","Matthias Grossglauser",1
"Lucas S. Oliveira","José Antônio G. Pinho",1
"Lucas S. Oliveira","Marcelo S. Amaral",1
"Lucas S. Oliveira","Pedro O. S. Vaz de Melo",1
"Lucio F. D. Santos","Agma J. M. Traina",1
"Lucio F. D. Santos","Caetano Traina Jr.",1
"Lucio F. D. Santos","Daniel de Oliveira 0001",1
"Lucio F. D. Santos","Gustavo Blanco",1
"Lucio F. D. Santos","Marcos V. N. Bedo",1
"Luigi Di Tacchio","Asif Imran",1
"Luigi Di Tacchio","Jinho Hwang",1
"Luigi Di Tacchio","Muhammed Fatih Bulut",1
"Luigi Di Tacchio","Tevfik Kosar",1
"Luis Garcés-Erice","Peter Urbanetz",1
"Luis Garcés-Erice","Sean Rooney",1
"Lukas Epple","Kurt Rothermel",1
"Lukas Probst","Fabian Rauschenbach",1
"Lukas Probst","Heiko Schuldt",1
"Lukas Probst","Martin Rumo",1
"Lukas Probst","Philipp Seidenschwarz",1
"Lukasz Grad","Andrzej Janusz",1
"Lukasz Grad","Dominik Slezak",1
"Lukasz Grad","Piotr Biczyk",1
"Lukasz Korycki","Bartosz Krawczyk",1
"Lukasz Milobedzki","Dominik Slezak",1
"Lukasz Milobedzki","Iwona Szymusik",1
"Lukasz Milobedzki","Jadwiga Sosnowska",1
"Lukasz Milobedzki","Joanna Fedorowicz",1
"Lukasz Milobedzki","Karol Zaleski",1
"Lukasz Milobedzki","Tomasz Penza",1
"Lukasz Sosnowski","Dominik Slezak",1
"Lukasz Sosnowski","Iwona Szymusik",1
"Lukasz Sosnowski","Jadwiga Sosnowska",1
"Lukasz Sosnowski","Joanna Fedorowicz",1
"Lukasz Sosnowski","Karol Zaleski",1
"Lukasz Sosnowski","Lukasz Milobedzki",1
"Lukasz Sosnowski","Tomasz Penza",1
"Lukasz Sosnowski","Wojciech Chaber",1
"Luke Wolcott","Prasad Saripalli",1
"Luke Wolcott","William Clements",1
"Luo Jie","Jiawei Han 0001",1
"Luo Luo","Jian Pei",1
"Luo Luo","Tong Zhang 0001",1
"Luo Luo","Wenpeng Zhang 0003",1
"Luo Luo","Wenwu Zhu 0001",1
"Luo Luo","Zhihua Zhang",1
"Luu Anh Tuan","Siu Cheung Hui",3
"Luyang Huang","Bin Liang",1
"Luyang Huang","Deqing Yang",1
"Luyang Huang","Wei Wang 0009",1
"Luyang Huang","Yanghua Xiao",1
"Lydia Manikonda","Subbarao Kambhampati",1
"Lyle Ungar","ChengXiang Zhai",1
"Lyle Ungar","Dolores Albarracin",1
"Lynn Ang","Jenna Wiens",1
"Lynn Ang","Mamta Jaiswal",1
"Lynn Ang","Rodica Pop-Busui",1
"Lyublena Antova","F. Michael Waas",1
"Lyublena Antova","Marianne Winslett",1
"Maarten de Rijke","Evangelos Kanoulas",1
"Maarten de Rijke","Maarten de Rijke",2
"Maarten de Rijke",NA,1
"Maarten Wijnants 0001","Peter Quax",1
"Maarten Wijnants 0001","Robin Marx",1
"Maarten Wijnants 0001","Wim Lamotte",1
"Madhav Nimishakavi","Bamdev Mishra",1
"Madhav Nimishakavi","Manish Gupta 0001",1
"Madhav Nimishakavi","Partha Pratim Talukdar",1
"Madhav V. Marathe","Daniel J. Rosenkrantz",1
"Madhav V. Marathe","Richard Edwin Stearns",1
"Madhav V. Marathe","S. S. Ravi",1
"Madhavan R. Padmanabhan","A. Pavan 0001",1
"Madhavan R. Padmanabhan","Naresh Somisetty",1
"Madhavan R. Padmanabhan","Samik Basu 0001",1
"Madhuri Shanbhogue","Duen Horng Chau",1
"Madhuri Shanbhogue","Fred Hohman",1
"Madhuri Shanbhogue","Li Chen",1
"Madhuri Shanbhogue","Michael E. Kounavis",1
"Madhuri Shanbhogue","Shang-Tse Chen",1
"Madhuri Shanbhogue","Siwei Li",1
"Mahboob Qaosar","Saleh Ahmed",1
"Mahboob Qaosar","Yasuhiko Morimoto",1
"Mahdi Shafiei","Aastha Jain",1
"Mahdi Shafiei","Hema Raghavan",1
"Mahdi Shafiei","Myunghwan Kim 0002",1
"Mahmoudreza Babaei","Krishna P. Gummadi",1
"Mahmud Shahriar Hossain","Monika Akbar",2
"Mahmut Kaya","Murat Haciomeroglu",1
"Mahnaz Mohammadi","Andrew Stephen McGough",1
"Mahnaz Mohammadi","Boguslaw Obara",1
"Mahnaz Mohammadi","Chris G. Willcocks",1
"Mahnaz Mohammadi","Georgios Theodoropoulos 0001",1
"Mahnaz Mohammadi","Peter Matthews",1
"Mahnaz Mohammadi","Sardar F. Jaf",1
"Mahnaz Mohammadi","Toby P. Breckon",1
"Mahsa Badami","Olfa Nasraoui",1
"Mai ElSherief","Dana Nguyen",2
"Mai ElSherief","Elizabeth M. Belding",2
"Mai ElSherief","Giovanni Vigna",1
"Mai ElSherief","Shirin Nilizadeh",1
"Mai ElSherief","Vivek Kulkarni",1
"Mai ElSherief","William Yang Wang",1
"Mai H. Nguyen","Akshit Bhatnagar",1
"Mai H. Nguyen","Alison Kwan",1
"Mai H. Nguyen","Daniel Crawl",1
"Mai H. Nguyen","Federico Rodríguez",1
"Mai H. Nguyen","Ilkay Altintas",1
"Mai H. Nguyen","Jessica Block",1
"Mai H. Nguyen","Namrita Baru",1
"Mai H. Nguyen","Vincent Siu",1
"Maja R. Rudolph","David M. Blei",1
"Makoto P. Kato","Akiomi Nishida",1
"Makoto P. Kato","Sumio Fujita",1
"Makoto P. Kato","Takehiro Yamamoto",1
"Makoto P. Kato","Tomohiro Manabe",1
"Maksim Koptelov","Albrecht Zimmermann",1
"Maksim Koptelov","Bruno Crémilleux",1
"Maksim Koptelov","Pascal Bonnet",1
"Maksim Koptelov","Ronan Bureau",1
"Maksim Podkorytov","Michael N. Gubanov",1
"Maksym Nesterov","Inna Skarga-Bandurova",1
"Maksym Nesterov","Tetiana Biloborodova",1
"Maksym Nesterov","Viacheslav Zhygulin",1
"Maksym Nesterov","Yury Yanovich",1
"Malachi Schram","Nathan R. Tallent",1
"Malhar Chaudhari","Haewon Jeong",1
"Malhar Chaudhari","Jukka Kohonen",1
"Malhar Chaudhari","Pulkit Grover",1
"Malhar Chaudhari","Teemu Roos",1
"Malhar Chaudhari","Yaoqing Yang",1
"Malika Nurbekova","Elke A. Rundensteiner",1
"Malika Nurbekova","Goutham Deva",1
"Malika Nurbekova","Lane Harrison",1
"Malika Nurbekova","Zarni Phyo",1
"Mamta Jaiswal","Jenna Wiens",1
"Mamta Jaiswal","Rodica Pop-Busui",1
"Man-pui Sally Chan","ChengXiang Zhai",1
"Man-pui Sally Chan","Dolores Albarracin",1
"Man-pui Sally Chan","Kathleen A. Brady",1
"Man-pui Sally Chan","Lyle Ungar",1
"Man-pui Sally Chan","Sophie Lohmann",1
"Man-pui Sally Chan","Travis Sanchez",1
"Manal Almuammar","Maria Fasli",1
"Manas Gaur","Amanuel Alambo",1
"Manas Gaur","Amit P. Sheth",1
"Manas Gaur","Jyotishman Pathak",1
"Manas Gaur","Krishnaprasad Thirunarayan",1
"Manas Gaur","Raminta Daniulaityte",1
"Manas Gaur","Ugur Kursuncu",1
"Manikandan R","Saima Mohan",1
"Manikandan R","Sharath Kumar",1
"Manish Gupta 0001","Partha Pratim Talukdar",1
"Manish Malik","Qifa Ke",1
"Manish Marwah","Anuj Karpatne",1
"Manish Marwah","Naren Ramakrishnan",1
"Manish Puri","Aparna S. Varde",1
"Manish Puri","Boxiang Dong",1
"Manish Raghavan","Ashton Anderson",1
"Manish Raghavan","Jon M. Kleinberg",1
"Manishankar Mondal","Banani Roy",1
"Manishankar Mondal","Chanchal K. Roy",1
"Manishankar Mondal","Kevin A. Schneider",1
"Manjira Sinha","Sandya Mannarswamy",1
"Manoel Horta Ribeiro","Pedro H. Calais",1
"Manoel Horta Ribeiro","Virgílio A. F. Almeida",1
"Manoel Horta Ribeiro","Wagner Meira Jr.",1
"Manoel Horta Ribeiro","Yuri A. Santos",1
"Manolis Koubarakis","Begüm Demir",1
"Manolis Koubarakis","Despina-Athanasia Pantazi",1
"Manolis Koubarakis","Firman Wahyudi",1
"Manolis Koubarakis","George Stamoulis",2
"Manolis Koubarakis","Sam Ubels",1
"Manolis Koubarakis","Stefan Manegold",1
"Manolis Koubarakis","Valentijn Venus",1
"Manos Antonakakis","Mustaque Ahamad",1
"Manuel Cebrián","Iyad Rahwan",1
"Mao Ye","Nan Sun",1
"Mao Ye","Yijie Huang",1
"Maosong Sun","Zhiyuan Liu 0001",1
"Maram Hasanain","Matthew Lease",1
"Marc Najork","Andrei Z. Broder",1
"Marcelo S. Amaral","José Antônio G. Pinho",1
"Marcelo Tallis","Pranjul Yadav",1
"Marcin Ziolkowski","Amy W. Apon",1
"Marcin Ziolkowski","Ankit Kulshrestha",1
"Marcin Ziolkowski","Bennie Vorster",1
"Marcin Ziolkowski","Edward B. Duffy",1
"Marcin Ziolkowski","Edwin Weill",1
"Marcin Ziolkowski","Emil Djerekarov",1
"Marcin Ziolkowski","Matthew Cook 0004",1
"Marcin Ziolkowski","Melissa C. Smith",1
"Marcin Ziolkowski","Michael Schleiss",1
"Marco Avvenuti","Felice Dell'Orletta",1
"Marco Avvenuti","Maurizio Tesconi",1
"Marco Brambilla 0001","Florian Daniel",1
"Marco Brambilla 0001","Giorgia Ramponi",1
"Marco Brambilla 0001","Stefano Ceri",1
"Marco Di Giovanni","Florian Daniel",1
"Marco Di Giovanni","Giorgia Ramponi",1
"Marco Di Giovanni","Marco Brambilla 0001",1
"Marco Di Giovanni","Stefano Ceri",1
"Marco Maiorino","Elena Nieddu",1
"Marco Maiorino","Paolo Merialdo",1
"Marco Masseroli","Luca Nanni",1
"Marco Masseroli","Pietro Pinoli",1
"Marco Mellia","Andrea Morichetta 0002",1
"Marco Mellia","Francesca Soro",1
"Marco Mellia","Martino Trevisan",1
"Marco Pulimeno","Catiuscia Melle",1
"Marco Pulimeno","Giovanni Aloisio",1
"Marco Pulimeno","Italo Epicoco",1
"Marco Pulimeno","Massimo Cafaro",1
"Marco Strutz","Achim Streit",1
"Marco Strutz","Bjoern Lindequist",1
"Marco Strutz","Hermann Heßling",1
"Marco Vogt 0001","Alexander Stiemer",1
"Marco Vogt 0001","Heiko Schuldt",1
"Marcos André Gonçalves","Leonardo C. da Rocha",1
"Margaret Loper","Bhuvan Bamba",1
"Margaret Loper","Kisung Lee",1
"Margarita Amor","Ramon Doallo",1
"Mari Wigham","Liliana Melgar",1
"Mari Wigham","Roeland Ordelman",1
"María-Del-Pilar Villamil","César Figueroa",1
"Maria-Esther Vidal","Jens Lehmann 0001",1
"Maria-Esther Vidal","Sören Auer",1
"Maria A. Voinea","Alexandru Iosup",1
"Maria A. Voinea","Alexandru Uta",1
"Maria A. Zuluaga","Rodrigo Acuna-Agost",1
"Maria Cristina Vale Tavares","Donald D. Cowan",1
"Maria Cristina Vale Tavares","Paulo S. C. Alencar",1
"Maria Daltayanni","Ali Dasdan",1
"Maria Daltayanni","Luca de Alfaro",1
"Maria Maistro","Raffaele Perego 0001",1
"Maria Rita Testa","Francesco C. Billari",1
"Maria Stefan","Jose G. Lopez",1
"Maria Stefan","Rasmus L. Olsen",1
"Maria Zens","Markus Strohmaier",1
"Maria Zens","Mathieu Génois",1
"Maria Zens","Mohsen Jadidi",1
"Mariam Tagmouti","Brigitte Jaumard",1
"Marian-Andrei Rizoiu","Lexing Xie",4
"Marian-Andrei Rizoiu","Mark James Carman",1
"Marian-Andrei Rizoiu","Quyu Kong",1
"Marian-Andrei Rizoiu","Robert Ackland",1
"Marian-Andrei Rizoiu","Rui Zhang",1
"Marian-Andrei Rizoiu","Swapnil Mishra",1
"Marian-Andrei Rizoiu","Timothy Graham 0001",1
"Marian-Andrei Rizoiu","Yifei Zhang",1
"Marielle Dado","Maritta Heisel",1
"Marinka Zitnik","David Hallac",1
"Marinka Zitnik","Jure Leskovec",1
"Mário Almeida","Alessandro Finamore",1
"Mário Almeida","Ilias Leontiadis",1
"Mário Almeida","Jeremy Blackburn",1
"Mário Almeida","Matteo Varvello",1
"Mário Almeida","Muhammad Bilal",1
"Mário Almeida","Yan Grunenberger",1
"Mario Lucic","Andreas Krause 0001",1
"Marios Kokkodis","Marios Kokkodis",2
"Marios Kokkodis",NA,1
"Marius Pasca","Marius Pasca",2
"Marius Pasca",NA,1
"Mark A. Greenwood","Diana Maynard",1
"Mark A. Greenwood","Ian Roberts",1
"Mark A. Greenwood","Kalina Bontcheva",1
"Mark A. Williams","Mahmud Shahriar Hossain",1
"Mark A. Williams","Monika Akbar",1
"Mark A. Williams","Roberto Camacho Barranco",1
"Mark A. Williams","Sheikh Motahar Naim",1
"Mark A. Williams","Sumi Dey",1
"Mark D. Smucker","Gordon V. Cormack",1
"Mark D. Smucker","Maura R. Grossman",1
"Mark Heimann","Danai Koutra",1
"Mark Heimann","Haoming Shen",1
"Mark Heimann","Tara Safavi",1
"Mark James Carman","Lexing Xie",1
"Mark Lokanan","Mark Lokanan",2
"Mark Lokanan",NA,1
"Mark Silvis","Alexandros Labrinidis",1
"Mark Silvis","Anthony Sicilia",1
"Mark Ulrich","Jure Leskovec",1
"Mark Wilhelm","Ajith Ramanathan",1
"Mark Wilhelm","Alexander Bonomo",1
"Mark Wilhelm","Ed H. Chi",1
"Mark Wilhelm","Jennifer Gillenwater",1
"Mark Wilhelm","Sagar Jain",1
"Marko Jereminov","Christos Faloutsos",1
"Marko Jereminov","Larry T. Pileggi",1
"Markus Klems","Johannes Müller",1
"Markus Klems","Stefan Tai",1
"Markus Mobius","Christopher M. White",1
"Markus Rokicki","Christoph Trattner",1
"Markus Rokicki","Eelco Herder",1
"Markus Schmitz","Jochen Deuse",1
"Markus Schmitz","René Wöstmann",1
"Maroua Bahri","Albert Bifet",1
"Maroua Bahri","Silviu Maniu",1
"Marshall Burke","David B. Lobell",1
"Marshall Burke","Stefano Ermon",1
"Martin Boissier 0001","Matthias Uflacker",1
"Martin Dittus","Joss Wright",1
"Martin Dittus","Mark Graham",1
"Martin Ester","Bandeep Singh",1
"Martin Ester","Can Wang 0001",3
"Martin Ester","Chun Chen 0001",1
"Martin Ester","Deng Cai 0001",1
"Martin Ester","Jiajun Bu",2
"Martin Ester","Jianwei Zhang",1
"Martin Ester","Pinggang Yu",1
"Martin Ester","Sheng Zhou",1
"Martin Ester","Yu Zhu",1
"Martin Ester","Zhongyao Wang",1
"Martin Ester","Ziyu Guan",1
"Martin G. Skjæveland","Ahmet Soylu",1
"Martin G. Skjæveland","Arild Waaler",1
"Martin G. Skjæveland","Dag Hovland",1
"Martin G. Skjæveland","Ernesto Jiménez-Ruiz",1
"Martin G. Skjæveland","Guohui Xiao 0001",1
"Martin G. Skjæveland","Ian Horrocks",1
"Martin G. Skjæveland","Theofilos Mailis",1
"Martin Koehler","Nikolaos Konstantinou 0001",1
"Martin Koehler","Nurzety A. Azuan",1
"Martin Koehler","Suzanne M. Embury",1
"Martin Saveski","Deb Roy",1
"Martin Saveski","Soroush Vosoughi",1
"Martin Slawski","Kai Zeng 0001",1
"Martin Valdez-Vivas","Andrii Korotkov",1
"Martin Valdez-Vivas","Caner Gocmen",1
"Martin Valdez-Vivas","Ethan Fang",1
"Martin Valdez-Vivas","Kapil Goenka",1
"Martin Valdez-Vivas","Sherry Chen",1
"Martine De Cock","Anderson C. A. Nascimento",3
"Martine De Cock","Ankur Teredesai",1
"Márton Karsai","Eric Fleury",1
"Márton Karsai","Jean-Philippe Magué",1
"Márton Karsai","Jean-Pierre Chevrot",1
"Marx L. Viana","Carlos Lucena",1
"Marx L. Viana","Francisco J. P. Cunha",1
"Marx L. Viana","Lauro Caetano",1
"Marx L. Viana","Paulo S. C. Alencar",1
"Maryam Davoodi","Danai Koutra",1
"Maryam Karimzadehgan","Donald Metzler",1
"Maryam Karimzadehgan","Michael Bendersky",1
"Maryam Karimzadehgan","Zhen Qin 0002",1
"Maryam Khodabakhsh","Ebrahim Bagheri",1
"Maryam Khodabakhsh","Fattane Zarrinkalam",1
"Maryam Khodabakhsh","Hossein Fani",1
"Maryam Pishgar","Fazle Karim",1
"Maryam Pishgar","Houshang Darabi",1
"Maryam Pishgar","Somshubra Majumdar",1
"Maryam Rahnemoonfar","Hend Alkittawi",1
"MaryAnn Van Valkenburg","Diana Doherty",1
"MaryAnn Van Valkenburg","Elke A. Rundensteiner",1
"MaryAnn Van Valkenburg","Goutham Deva",1
"MaryAnn Van Valkenburg","Lane Harrison",1
"MaryAnn Van Valkenburg","Malika Nurbekova",1
"MaryAnn Van Valkenburg","Zarni Phyo",1
"Maryem Ait El Hadj","Ahmed Khoumsi",1
"Maryem Ait El Hadj","Mohammed Erradi",1
"Maryem Ait El Hadj","Yahya Benkaouz",1
"Marzia Antenore","Alessandro Panconesi",1
"Marzia Antenore","Erisa Terolli",1
"Masafumi Oyamada","Masafumi Oyamada",2
"Masafumi Oyamada",NA,1
"Masahiro Hamasaki","Masataka Goto",1
"Masaki Kobayashi","Atsuyuki Morishima",1
"Masaki Matsubara","Atsuyuki Morishima",7
"Masaki Matsubara","Daisuke Wakatsuki",1
"Masaki Matsubara","Jianwei Zhang 0002",1
"Masaki Matsubara","Keishi Tajima",1
"Masaki Matsubara","Masaki Kobayashi",1
"Masaki Matsubara","Takashi Harada",1
"Masaki Matsubara","Toshiyuki Amagasa",2
"Masaki Matsubara","Yuhki Shiraishi",1
"Masanori Fujita","Hiroto Inoue",1
"Masanori Fujita","Kenta Ishido",1
"Masanori Fujita","Takao Terano",1
"Masanori Takano","Kyoji Umemura",1
"Masanori Takano","Mitsuo Yoshida 0001",1
"Masanori Takano","Soichiro Morishita",1
"Masao Yanagisawa","Nozomu Togawa",1
"Masaru Higashi","Akira Ishii",1
"Masaru Higashi","Toshimichi Wakabayashi",1
"Masaru Kitsuregawa","Masaru Kitsuregawa",2
"Masaru Kitsuregawa",NA,1
"Masashi Sugiyama","Gang Niu 0001",1
"Masashi Sugiyama","Songcan Chen",1
"Masashi Toyoda","Masaru Kitsuregawa",1
"Masashi Toyoda","Subhash Bhalla",1
"Masoud Rouhizadeh","Lyle H. Ungar",1
"Masoumeh Izadi","Aiden Chia",1
"Masoumeh Izadi","Bernard Cheng",1
"Masoumeh Izadi","Shangjing Wu",1
