"from","to","weight"
"Cagri Ozcaglar","Prakhar Sharma",1
"Cagri Ozcaglar","Sahin Cem Geyik",1
"Cagri Ozcaglar","Yiming Ma",1
"Caitlin Kuhlman","Elke A. Rundensteiner",1
"Caitlin Kuhlman","MaryAnn Van Valkenburg",1
"Calton Pu","Lei Yu 0002",1
"Calton Pu","Qi Zhang 0009",1
"Calton Pu","Wenqi Wei",1
"Cameron Cassidy","Jeffrey P. Bigham",1
"Cameron Cassidy","Kris M. Kitani",1
"Cameron Cassidy","Meredith Ringel Morris",1
"Camille Bourgaux","Fabian M. Suchanek",1
"Can Chen","Guoan Huang",1
"Can Chen","Hui Xiong",1
"Can Chen","Yijun Wang",1
"Can Kavaklioglu","Ayse Basar",1
"Can Wang 0001","Chun Chen 0001",1
"Can Wang 0001","Qihao Shi",1
"Can Wang 0001","Sheng Zhou",1
"Can Wang 0001","Yan Feng",1
"Can Xu","Ed H. Chi",1
"Can Yao","Hai Huang",1
"Can Yao","Lei Zhang",1
"Can Yao","Longxuan Ma",1
"Can Yao","Ze Yang",1
"Candice Mitchell","Joshua Parker",1
"Candice Mitchell","Rajeev Agrawal",1
"Cansu Sen","Elke A. Rundensteiner",3
"Cansu Sen","Thomas Hartvigsen",2
"Cansu Sen","Xiangnan Kong",3
"Canwen Xu","Chenliang Li",2
"Canwen Xu","Donghong Ji",1
"Canwen Xu","Feiyang Wang",1
"Canwen Xu","Jialong Han",1
"Canwen Xu","Jiaxin Pei",1
"Canwen Xu","Jing Li 0034",1
"Canwen Xu","Xiangyang Luo",1
"Cao Xiao","Fei Wang",1
"Cao Xiao","Jiayu Zhou",1
"Cao Xiao","Jimeng Sun",2
"Cao Xiao","Li-Wei H. Lehman",1
"Cao Xiao","Walter F. Stewart",1
"Carey E. Priebe","Vince Lyzinski",1
"Carl Tony Fakhry","Kourosh Zarringhalam",1
"Carl Tony Fakhry","Rahul V. Kulkarni",1
"Carl Yang","Chengxiang Zhai",1
"Carl Yang","Do Huy Hoang",1
"Carl Yang","Jiaming Shen",1
"Carl Yang","Jiawei Han 0001",2
"Carl Yang","Jinfeng Xiao",1
"Carl Yang","Lingrui Gan",1
"Carl Yang","Tomás Mikolov",1
"Carl Yang","Zongyi Wang",1
"Carlo Siebenschuh","Hendrik F. Hamann",1
"Carlo Siebenschuh","Sharathchandra Pankanti",1
"Carlo Siebenschuh","Siyuan Lu",1
"Carlos A. Barajas","Jianwu Wang",1
"Carlos A. Barajas","Matthias K. Gobbert",1
"Carlos Castillo 0001","Karl Aberer",1
"Carlos Guestrin","Carlos Guestrin",2
"Carlos Guestrin",NA,1
"Carlos Scheidegger","Suresh Venkatasubramanian",1
"Carmen Vaca","Allan Avendaño",1
"Carolyn Owens","Brenda Blunt",1
"Carolyn Owens","Christine Grogan",1
"Carson K. Leung","Alfredo Cuzzocrea",2
"Carson K. Leung","Deyu Deng",1
"Carson K. Leung","Fan Jiang 0001",1
"Carson K. Leung","Jiaxing Jason Mai",1
"Carson K. Leung","S. Sourav",1
"Carter T. Butts","Konstantinos Psounis",1
"Casey Wilson","Anna Little",1
"Casey Wilson","Xenia Mountrouidou",1
"Cassandra Thomas","Alfredo Cuzzocrea",1
"Cassidy Johnson","Jiliang Tang",1
"Cassidy Johnson","Yi Chang 0001",1
"Catherine D. Schuman","Derek C. Rose",3
"Catherine D. Schuman","J. Travis Johnston",1
"Catherine D. Schuman","Junghoon Chae",1
"Catherine D. Schuman","Kaushik Roy 0001",1
"Catherine D. Schuman","Le Hou",1
"Catherine D. Schuman","Robert M. Patton",2
"Catherine D. Schuman","Seung-Hwan Lim",1
"Catherine D. Schuman","Steven R. Young",1
"Catherine D. Schuman","Thomas E. Potok",4
"Catriona Clarke","Michele Berlingerio",1
"Catriona Clarke","Sourav Dutta 0001",1
"Ce Ju","Han Yu 0001",1
"Ce Ju","Qiang Yang 0001",1
"Cecile Daniel","Angelo Furno",1
"Cecile Daniel","Eugenio Zimeo",1
"Cecilia Mascolo","Jason Rentfrow",1
"Cecilia Mascolo","Zhongxiang Zhao",1
"Céline Robardet","Tijl De Bie",1
"Cen Chen","Chen Liang",1
"Cen Chen","Deng Cai 0001",1
"Cen Chen","Forrest Sheng Bao",2
"Cen Chen","Jianbin Lin",1
"Cen Chen","Jingren Zhou",1
"Cen Chen","Jun Huang 0007",2
"Cen Chen","Jun Zhou 0011",2
"Cen Chen","Li Wang 0056",1
"Cen Chen","Minghui Qiu",1
"Cen Chen","Mohit Iyyer",1
"Cen Chen","Shuang Yang",1
"Cen Chen","W. Bruce Croft",1
"Cen Chen","Xiaolong Li 0005",1
"Cen Chen","Xiaoyi Zeng",1
"Cen Chen","Xinxing Yang",1
"Cen Chen","Yinfei Yang",1
"Cen Chen","Yuan Qi 0001",1
"Cen Chen","Ziqi Liu",1
"Cenk Sahinalp","Andrey Nikolaev",1
"Cenk Sahinalp","Anil Vullikanti",1
"Cenk Sahinalp","Egor Smirnov",1
"Cenk Sahinalp","Judy Qiu",1
"Cenk Sahinalp","Madhav Marathe",1
"Cenk Sahinalp","Ruslan Israfilov",1
"Cenru Liu","Cenru Liu",2
"Cenru Liu",NA,1
"Ceren Budak","Ceren Budak",2
"Ceren Budak","Daniel M. Romero",2
"Ceren Budak","Lionel P. Robert Jr.",1
"Ceren Budak",NA,1
"Cesare Cugnasco","Ane Beatriz Eguzkitza",1
"Cesare Cugnasco","Guillaume Houzeaux",1
"Cesare Cugnasco","Hadrien Calmet",1
"Cesare Cugnasco","Jesús Labarta",1
"Cesare Cugnasco","Jordi Torres",1
"Cesare Cugnasco","Pol Santamaria",1
"Cesare Cugnasco","Raül Sirvent",1
"Cesare Cugnasco","Yolanda Becerra",1
"Chacha Chen","Guanjie Zheng",1
"Chacha Chen","Kai Xu",2
"Chacha Chen","Kan Wu",1
"Chacha Chen","Vikash V. Gayah",1
"Chacha Chen","Weinan Zhang 0001",1
"Chacha Chen","Yanmin Zhu",1
"Chacha Chen","Zhenhui Li",2
"Chaitanya Kanchibhotla","Durvasula V. L. N. Somayajulu",1
"Chaitanya Kanchibhotla","P. Radha Krishna",1
"Chaitanya Kanchibhotla","Pruthviraj Venkatesh",1
"Chaity Banerjee","Eduardo Pasiliao",1
"Chak Fai Yuen","Abhishek Pratap Singh",1
"Chak Fai Yuen","Amitabha Bagchi",1
"Chak Fai Yuen","Sagar Goyal",1
"Chak Fai Yuen","Sayan Ranu",1
"Chamin Nalinda Lokugam Hewage","Debra F. Laefer",1
"Chamin Nalinda Lokugam Hewage","Gianmarco Russo",1
"Chamin Nalinda Lokugam Hewage","Michela Bertolotto",1
"Chamin Nalinda Lokugam Hewage","Neel Chauhan",1
"Chamin Nalinda Lokugam Hewage","Nhien-An Le-Khac",1
"Chamin Nalinda Lokugam Hewage","Ulrich Oftendinger",1
"Chandadevi Giri","Tuwe Löfström",1
"Chandadevi Giri","Ulf Johansson",1
"Chandan Biswas","Debasis Ganguly",1
"Chandan Biswas","Dwaipayan Roy",1
"Chandan Biswas","Ujjwal Bhattacharya",1
"Chandra Sekhar Sripada","Danai Koutra",1
"Chandrajit Bajaj","Tianming Wang",1
"Chandrajit Bajaj","Yi Wang",1
"Chandrasekar Vuppalapati","Rajasekar Vuppalapati",1
"Chandrasekar Vuppalapati","Sharat Kedari",1
"Chandrika Kamath","Chandrika Kamath",2
"Chandrika Kamath",NA,1
"Chang-Dong Wang","Jian-Huang Lai",1
"Chang-Seob Song","Chae-Soo Kim",1
"Chang-Tien Lu","Huzefa Rangwala",1
"Chang Hyun Shin","Soo-Mook Moon",1
"Chang Li","Dacheng Tao",1
"Chang Li","Dongjin Song",1
"Chang Lin","Chang Lin",2
"Chang Lin",NA,1
"Chang Liu","Dawn Song",1
"Chang Liu","Neil Zhenqiang Gong",1
"Chang Liu","Qi Li 0002",1
"Chang Liu","Yong Cui 0001",1
"Chang Liu 0021","Haiming Jin",1
"Chang Liu 0021","Weinan Zhang 0001",1
"Chang Liu 0021","Yaoyao Ding",1
"Chang Liu 0021","Yichen Zhu",1
"Chang Liu 0021","Yong Yu 0001",1
"Chang Liu 0021","Zhenhui Li",1
"Chang Liu 0021","Zihan Zhou 0002",1
"Chang Liu 0040","Changgong Zhang",1
"Chang Liu 0040","Chunyan Miao",1
"Chang Liu 0040","Han Yu 0001",1
"Chang Liu 0040","Lizhen Cui",1
"Chang Liu 0040","Pan Wang",1
"Chang Liu 0040","Peiran Ren",1
"Chang Liu 0040","Xuansong Xie",1
"Chang Liu 0040","Yi Dong",1
"Chang Liu 0040","Zhanning Gao",1
"Chang Liu 0040","Zhiqi Shen",1
"Chang Su","Andrea Sboner",1
"Chang Su","Fei Wang",1
"Chang Zhou","Jun Gao 0003",1
"Chang Zhou","Junshuai Song",1
"Chang Zhou","Weiting An",1
"Chang Zhou","Xiaoru Qu",1
"Chang Zhou","Zhao Li",1
"Changcheng Li","Guihai Chen",1
"Changchun Li","Jihong Ouyang",1
"Changchun Li","Ximing Li",1
"Changgee Chang","Qi Long",1
"Changgong Zhang","Chunyan Miao",1
"Changgong Zhang","Lizhen Cui",1
"Changgong Zhang","Peiran Ren",1
"Changgong Zhang","Xuansong Xie",1
"Changhao Chen","Andrew Markham",1
"Changhao Chen","Hongkai Wen 0001",1
"Changhao Chen","John A. Stankovic",1
"Changhao Chen","Niki Trigoni",1
"Changhee Han","Fumiya Uchiyama",1
"Changhee Han","Hideki Nakayama",1
"Changhee Han","Kohei Murao",1
"Changhee Han","Leonardo Rundo",1
"Changhee Han","Shin'ichi Satoh",1
"Changhee Han","Tomoyuki Noguchi",1
"Changhee Han","Yusuke Kawata",1
"Changhoon Yoon","Kwanwoo Kim",1
"Changhoon Yoon","Seungwon Shin",1
"Changhoon Yoon","Sooel Son",1
"Changhoon Yoon","Yongdae Kim",1
"Changhua Pei","Fei Sun 0001",1
"Changhua Pei","Peng Jiang 0003",2
"Changhua Pei","Qing Cui",1
"Changhua Pei","Wenwu Ou",2
"Changhua Pei","Xiao Lin",2
"Changhua Pei","Xinru Yang",1
"Changhua Pei","Yongfeng Zhang",1
"Changji Li","James Cheng",1
"Changji Li","Ming-Chang Yang",1
"Changjie Fan","Dezhi Ye",1
"Changjie Fan","Linlin Li",1
"Changjie Fan","Longbiao Chen",1
"Changjie Fan","Min Yang 0007",1
"Changjie Fan","Peng Cui",1
"Changjie Fan","Sha Zhao",1
"Changjie Fan","Yan Liu",1
"Changjun Fan","Li Zeng",1
"Changjun Fan","Muhao Chen",1
"Changjun Fan","Yizhou Sun",1
"Changjun Fan","Yuhui Ding",1
"Changjun Fan","Zhong Liu",1
"Changlei Zhu","Peng Shu",1
"Changlei Zhu","Xiaoyan Zhu 0001",1
"Changlong Sun","Fei Wu 0001",1
"Changlong Sun","Qi Zhang 0001",1
"Changlong Sun","Xiaozhong Liu",2
"Changlong Sun","Xuanjing Huang",1
"Changlong Sun","Yao Lu 0007",1
"Changlong Yu","Fei Sun 0001",1
"Changlong Yu","Keping Yang",1
"Changlong Yu","Quan Lin",1
"Changlong Yu","Wilfred Ng",1
"Changping Meng","Bruno Ribeiro 0001",1
"Changping Meng","Carlo Zaniolo",1
"Changping Meng","Gang Huang",1
"Changping Meng","Jennifer Neville",1
"Changping Meng","Jiasen Yang",1
"Changwei Luo","Jun Yu",1
"Changxin Bai","Guanhua Yan",1
"Changxin Bai","Ping Yang 0002",1
"Changxin Bai","Shiyong Lu",1
"Changxu Wang","Rong Jin",1
"Changxu Wang","Yinghui Xu",1
"Changxu Wang","Yingya Zhang",1
"Changyang Feng","Wei Quan",1
"Chanyoung Park","Donghyun Kim",1
"Chanyoung Park","Hwanjo Yu",2
"Chanyoung Park","Jiawei Han 0001",1
"Chanyoung Park","Qi Zhu 0008",1
"Chao-Chun Hsu","Hsin-Yu Lin",1
"Chao-Chun Hsu","Lun-Wei Ku",1
"Chao-Chun Hsu","Ting-Hao (Kenneth) Huang",1
"Chao-Chun Hsu","Yu-Hua Chen",1
"Chao-Chun Hsu","Zi-Yuan Chen",1
"Chao Chen 0016","Dongsheng Li 0002",1
"Chao Chen 0016","Hao Zhang",1
"Chao Chen 0016","Junchi Yan",1
"Chao Chen 0016","Xiaokang Yang",1
"Chao Feng","Lin Guo",1
"Chao Feng","Mingming Sun",1
"Chao Feng","Ping Li 0001",1
"Chao Huang","Chuxu Zhang",1
"Chao Huang","Liefeng Bo",1
"Chao Huang","Peng Dai",1
"Chao Huang 0001","Ananthram Swami",1
"Chao Huang 0001","Baoxu Shi",1
"Chao Huang 0001","Chuxu Zhang",2
"Chao Huang 0001","Dawei Yin",2
"Chao Huang 0001","Jiashu Zhao",2
"Chao Huang 0001","Nitesh V. Chawla",5
"Chao Huang 0001","Suwen Lin",1
"Chao Huang 0001","Xian Wu",4
"Chao Huang 0001","Xuchao Zhang",3
"Chao Jia","Chen Sun",1
"Chao Jiang","Dejing Dou",1
"Chao Jiang","Pengwei Wang",1
"Chao Jiang","Ruoming Jin",1
"Chao Jiang","Zijie Zhang",1
"Chao Lan","Qinghua Huang",1
"Chao Lan","Ruchuan Wang 0001",1
"Chao Li","Andreas Pfadler",1
"Chao Li","Binqiang Zhao",1
"Chao Li","Dik Lun Lee",1
"Chao Li","Guoliang Kang",1
"Chao Li","Huan Zhao",2
"Chao Li","Mátyás A. Sustik",1
"Chao Li","Mengmeng Wu",1
"Chao Li","Pipei Huang",1
"Chao Li","Qiwei Chen",1
"Chao Li","Wei Li",1
"Chao Li","Yuchi Xu",1
"Chao Li","Zhiyuan Liu",1
"Chao Ma 0022","Hui Xiong 0001",1
"Chao Ma 0022","Jingshuai Zhang",1
"Chao Wang","Bo Yang 0043",1
"Chao Wang","Jianwu Wang",1
"Chao Wang","Jing Li",1
"Chao Wang","Yang Liu",1
"Chao Yi","Congrui Huang",1
"Chao Yi","Jie Tong",1
"Chao Yi","Mao Yang",1
"Chao Yi","Qi Zhang",1
"Chao Yi","Tony Xing",1
"Chao Yi","Xiaoyu Kou",1
"Chao Zhang 0014","Depeng Jin",2
"Chao Zhang 0014","Funing Sun",1
"Chao Zhang 0014","Quanming Yao",1
"Chao Zhang 0014","Yong Li 0008",2
"Chaochao Chen 0001","Bowen Song",1
"Chaochao Chen 0001","Guanfeng Liu 0001",1
"Chaochao Chen 0001","Jun Zhou 0011",1
"Chaochao Chen 0001","Kenny Q. Zhu",1
"Chaochao Chen 0001","Li Wang 0056",1
"Chaochao Chen 0001","Xiaolin Zheng",1
"Chaochao Chen 0001","Yan Wang 0002",1
"Chaojie Li","Hongkui Tu",1
"Chaojie Li","Weitong Chen",1
"Chaojie Li","Xue Li 0001",1
"Chaojie Li","Yin Yang 0001",1
"Chaoming Song","Fei Wang 0001",1
"Chaoming Song","Wenwu Zhu 0001",1
"Chaoping Xing","Yan Kang",1
"Chaoping Xing","Yang Liu 0165",1
"Chaoqi Yang","Changcheng Li",1
"Chaoqi Yang","Guihai Chen",1
"Chaoqi Yang","Liubin Wang",1
"Chaoqi Yang","Xiaofeng Gao",1
"Chaoyue Wang","Jinghong Lin",1
"Chaoyue Wang","Kunfeng Lai",1
"Chaoyue Wang","Shunnan Xu",1
"Chaoyue Wang","Yu Xu",1
"Chaozhuo Li","Feiran Huang",1
"Chaozhuo Li","Hao Wang 0068",1
"Chaozhuo Li","Lei Zheng 0001",1
"Chaozhuo Li","Philip S. Yu",2
"Chaozhuo Li","Senzhang Wang",2
"Chaozhuo Li","Wei Wang",1
"Chaozhuo Li","Yanbo Liang",1
"Chaozhuo Li","Zhoujun Li",2
"Charalampos Chelmis","Daphney-Stavroula Zois",1
"Charalampos Chelmis","Viktor K. Prasanna",1
"Charalampos Davalas","Dimitrios Michail 0001",1
"Charalampos Davalas","Iraklis Varlamis",1
"Charles Garnder","Chung Ng",1
"Charles Garnder","Pascal Paschos",1
"Charles Grumer","Anderson C. A. Nascimento",1
"Charles Grumer","Femi G. Olumofin",1
"Charles Grumer","Jonathan Peck",1
"Charles Grumer","Martine De Cock",1
"Charles H. Martin","Michael W. Mahoney",1
"Charles Lever","Andrew Miller 0001",1
"Charles Lever","Joshua Mason",1
"Charles Lever","Manos Antonakakis",1
"Charles Lever","Michael Bailey",1
"Charles Lever","Nikita Borisov",1
"Charlie T. Veal","Grant J. Scott",1
"Charlie Xiaoqian Dang","Ziye Zhou",1
"Charu C. Aggarwal","Huan Liu 0001",1
"Charu C. Aggarwal","Jiliang Tang",1
"Charu C. Aggarwal","Philip S. Yu",1
"Chase Geigle","ChengXiang Zhai",1
"Chase Geigle","Hari Sundaram",1
"Chase Geigle","Himel Dev",1
"Chathura Widanage","Ahmet Uyar",1
"Chathura Widanage","Gurhan Gunduz",1
"Chathura Widanage","Niranda Perera",1
"Chathura Widanage","Selahattin Akkas",1
"Chau Pham","Tommy Dang",1
"Chau Pham","Vung Pham",1
"Che-Chia Chang","Chia-Hu Chang",1
"Che-Chia Chang","Tzu-Hao Huang",1
"Che-Chia Chang","Yu-Hsuan Huang",1
"Che-Chia Chang","Yuchun Lai",1
"Che-Rung Lee","Feng-Yuan Liu",1
"Chee-Keong Kwoh 0001","Chi Xu",1
"Chen Chen","Mohammad Hoque",1
"Chen Chen","Sasu Tarkoma",1
"Chen Fang","Handong Zhao",1
"Chen Fang","Longqi Yang",1
"Chen Fang","Yun Fu 0001",1
"Chen Gao","Depeng Jin",1
"Chen Gao","Fuli Feng",1
"Chen Gao","Jian-Guang Lou",1
"Chen Gao","Kai Zhao",1
"Chen Gao","Xiangnan He 0001",1
"Chen Gao","Xiangning Chen",1
"Chen Gao","Yong Li 0008",2
"Chen Gao","Yue Wang",1
"Chen Li 0027","Yasuhiko Morimoto",1
"Chen Liang","Jianbin Lin",1
"Chen Liang","Jun Zhou 0011",1
"Chen Liang","Li Wang 0056",1
"Chen Liang","Shuang Yang",1
"Chen Liang","Xinxing Yang",1
"Chen Liang","Yuan Qi 0001",1
"Chen Liang","Ziqi Liu",1
"Chen Lin","Julie S. Ivy",1
"Chen Lin","Min Chi",1
"Chen Liuy","Jianwu Wang",1
"Chen Liuy","Yan Tang",1
"Chen Ma","Peng Kang",1
"Chen Ma","Xue Liu",1
"Chen Qian 0003","Akhil Kumar 0001",1
"Chen Qian 0003","Lijie Wen",1
"Chen Qu","Cen Chen",1
"Chen Qu","Jianfeng Gao",1
"Chen Qu","Jingjing Liu 0001",1
"Chen Qu","Liu Yang 0005",1
"Chen Qu","Minghui Qiu",1
"Chen Qu","Mohit Iyyer",1
"Chen Qu","W. Bruce Croft",2
"Chen Qu","Xiaodong Liu",1
"Chen Qu","Yelong Shen",1
"Chen Qu","Yongfeng Zhang",1
"Chen Wang","Aibek Musaev",1
"Chen Wei","Rui Yan",1
"Chen Wu","Ming Yan",1
"Chen Xiao","Katsutoshi Yada",1
"Chen Yang 0022","Bernard De Baets",1
"Chen Yang 0022","Carl Lachat",1
"Chen Zhang","Dan Du",1
"Chen Zhang","Yaopeng Han",1
"Chen Zhang","Zhigang Lu",1
"Chen Zhang 0013","Fan Zhang 0036",1
"Chen Zhang 0013","Lu Qin",1
"Chen Zhang 0013","Wenjie Zhang 0001",1
"Chen Zhang 0013","Xuemin Lin 0001",1
"Chen Zhang 0013","Ying Zhang 0001",1
"Chen Zhao","Yeye He",1
"Chen Zhe","Aixin Sun",1
"Chen Zhe","Xiaokui Xiao",1
"Chen Zhu","Chao Ma 0022",1
"Chen Zhu","Chuan Qin 0002",1
"Chen Zhu","Enhong Chen",1
"Chen Zhu","Fuzhen Zhuang",1
"Chen Zhu","Hui Xiong 0001",2
"Chen Zhu","Jingshuai Zhang",1
"Chen Zhu","Tong Xu",1
"Chenbin Zhang","Zenglin Xu",1
"Chence Shi","Jian Tang 0005",1
"Chence Shi","Ming Zhang 0004",1
"Chence Shi","Yewen Xu",1
"Chence Shi","Zhijian Duan",1
"Chence Shi","Zhiping Xiao 0001",1
"Cheng-Long Wang","Xuelong Li",1
"Cheng-Te Li","Cheng Hsu",1
"Cheng-Te Li","Meeyoung Cha",1
"Cheng-Te Li","Mi-Yen Yeh",1
"Cheng-Te Li","Sang Won Lee 0004",1
"Cheng-Te Li","Shou-De Lin",1
"Cheng-Te Li","Sungwon Han 0001",1
"Cheng-Yu Chen","Shun-Wen Hsiao",1
"Cheng-Yu Lin","Jerry Chun-Wei Lin",1
"Cheng-Yu Lin","Shu-Min Li",1
"Cheng-Yu Lin","Shyue-Liang Wang",1
"Cheng-Yu Lin","Wei-Ming Huang",1
"Cheng Feng 0001","Tian Xia",1
"Cheng Guo","Andreas Pfadler",1
"Cheng Guo","Binqiang Zhao",1
"Cheng Guo","Chao Li",1
"Cheng Guo","Fei Sun 0001",1
"Cheng Guo","Huan Zhao",1
"Cheng Hsu","Meeyoung Cha",1
"Cheng Hsu","Sang Won Lee 0004",1
"Cheng Ji","Hao Peng",1
"Cheng Ji","Jian Peng",1
"Cheng L. Lee","Belinda S. T. Tho",1
"Cheng L. Lee","Joel-David J. J. Wong",1
"Cheng L. Lee","Kyong Jin Shim",1
"Cheng L. Lee","Sean S. W. Kwek",1
"Cheng L. Lee","Zi Y. Lim",1
"Cheng Li 0012","Jan Pfeifer",1
"Cheng Li 0012","Marc Najork",3
"Cheng Li 0012","Michael Bendersky",3
"Cheng Li 0012","Nadav Golbandi",2
"Cheng Li 0012","Rohan Anil",1
"Cheng Li 0012","Stephan Wolf",1
"Cheng Long","Ce Ju",1
"Cheng Long","Gao Cong",1
"Cheng Siong Lee","Sharon L. Oviatt",1
"Cheng Xu","Dan Shen",1
"Cheng Xu","Feng Shi",1
"Cheng Xu","Qixia Jiang",1
"Cheng Xu","Yaping Zhang",1
"Cheng Zhao","Chenliang Li",1
"Cheng Zhao","Cong Fu",1
"Chengfeng Xu","Hui Xiong 0001",1
"Chengfeng Xu","Jiajie Xu 0001",1
"Chengfeng Xu","Pengpeng Zhao",1
"Chengfeng Xu","Victor S. Sheng",1
"Chengfeng Xu","Xiaofang Zhou 0001",1
"Chengfeng Xu","Yanchi Liu",1
"Chengfeng Xu","Zhiming Cui",1
"Chengfu Huo","Weijun Ren",1
"Chenghao Liu","Huan Liu 0001",1
"Chengrun Yang","Dae Won Kim",1
"Chengrun Yang","Madeleine Udell",1
"Chengrun Yang","Yuji Akimoto",1
"Chengtai Cao","Goce Trajcevski",1
"Chengtai Cao","Ji Geng",1
"Chengtai Cao","Kunpeng Zhang",1
"Chengtai Cao","Ting Zhong",1
"Chenguang Fang","Acan Gui",1
"Chenguang Fang","Shaoxu Song",1
"Chenguang Fang","Zhiwei Chen",1
"Chengwei Yao","Can Wang 0001",1
"Chengwei Yao","Xun Zhou",1
"Chengwei Yao","Yizhou Ye",1
"Chengwei Yao","Zhao Li",1
"Chengxi Zang","Chaoming Song",1
"Chengxi Zang","Fei Wang 0001",2
"Chengxi Zang","Lei Li",1
"Chengxi Zang","Peng Cui 0001",2
"Chengxi Zang","Renzhe Xu",1
"Chengxi Zang","Tianyang Zhang",1
"Chengxi Zang","Wenwu Zhu 0001",4
"Chengxi Zang","Yihao Liu",1
"Chengxi Zang","Yishi Lin",1
"Chengxiang Zhai","Enhong Chen",1
"Chengxiang Zhai","Guoping Hu",1
"Chengxiang Zhai","Weibo Gao",1
"Chengxiang Zhai","Yu Yin",1
"Chengyu Wang 0001","Aoying Zhou",1
"Chengyu Wang 0001","Xiaofeng He",1
"Chengyu Wang 0001","Yan Fan",1
"Chengzheng Li","Jian Yang 0003",1
"Chengzheng Li","Tong Zhang 0021",1
"Chengzhong Xu 0001","Juanjuan Zhao",1
"Chengzhong Xu 0001","Li Li",1
"Chengzhong Xu 0001","Siyuan Liu",1
"Chengzi Zhang","Kyong Jin Shim",1
"Chenhao Niu","Dan Pei",1
"Chenhao Niu","Rong Liu",1
"Chenhao Niu","Wei Sun",1
"Chenhao Tan","Alex Cheng",1
"Chenhao Tan","Daniel M. Romero",1
"Chenhao Tan","Denny Cheng",1
"Chenhao Tan","Yueting Zhuang",1
"Cheniki Abderrouaf","Mourad Oussalah 0002",1
"Chenjie Gu","David Budden",1
"Chenjie Gu","Pramod Gupta",1
"Chenjie Gu","Tim Harley",1
"Chenkai Sun","Abolfazl Asudeh",1
"Chenkai Sun","Bill Howe",1
"Chenkai Sun","H. V. Jagadish",1
"Chenkai Sun","Julia Stoyanovich",1
"Chenliang Li","Cong Fu",1
"Chenliang Li","Donghong Ji",1
"Chenliang Li","Han Deng",1
"Chenliang Li","Min Cai",1
"Chenliang Li","Yuming Deng",1
"Chenliang Li","Yunwei Qi",1
"Chenlin Meng","Burak Uzkent",1
"Chenlin Meng","David B. Lobell",1
"Chenlin Meng","Marshall Burke",1
"Chenlin Meng","Matthew Tan",1
"Chenlin Meng","Neal Jean",1
"Chenlin Meng","Stefano Ermon",1
"Chenwei Zhang","Jing Gao 0004",1
"Chenwei Zhang","Nan Du",1
"Chenwei Zhang","Philip S. Yu",1
"Chenwei Zhang","Wei Fan 0001",1
"Chenwei Zhang","Xiaohui Yan",1
"Chenwei Zhang","Yi Chang 0001",1
"Chenxi Liu","Mary McKinley",1
"Chenxi Qiu","Anna Cinzia Squicciarini",1
"Chenxi Qiu","Sarah Michele Rajtmajer",1
"Chenxi Wang","Guobin Wu",3
"Chenxi Wang","Jieping Ye",3
"Chenxi Wang","Jun Wang 0012",1
"Chenxi Wang","Yong Yu 0001",1
"Chenxi Zhang","Jiangfeng Li",1
"Chenxi Zhang","Qinpei Zhao",1
"Chenxiao Xu","Hao Huang",1
"Chenxiao Xu","Shinjae Yoo",1
"Chenxu Wang","John C. S. Lui",1
"Chenxu Wang","Xiaohong Guan",1
"Chenyang Wang","Min Zhang 0006",1
"Chenyang Wang","Shaoping Ma",2
"Chenyang Wang","Weizhi Ma",1
"Chenyang Wang","Xiang Ren 0001",1
"Chenyang Wang","Yiqun Liu 0001",2
"Chenyi Lei","Shouling Ji",1
"Chenyi Lei","Zhao Li",1
"Chenyou Fan","Chi Zhang 0012",1
"Chenyou Fan","Di Wu",1
"Chenyou Fan","Heng Huang",1
"Chenyou Fan","Jian Pei",1
"Chenyou Fan","Rong Yuan",1
"Chenyou Fan","Wensheng Wang",1
"Chenyou Fan","Xiaoyue Li",1
"Chenyou Fan","Yi Pan",1
"Chenyou Fan","Yuze Zhang",1
"Chenyu Jiang","James Cheng",1
"Chetan Gupta 0001","Susumu Serita",1
"Chi-Hung Chi","Fucun Li",1
"Chi-Hung Chi","Huaiyuan Chu",1
"Chi-Hung Chi","Jun Shen 0001",1
"Chi-Wei Yang","Hsiao-Chi Tai",1
"Chi-Wei Yang","Jay J. C. Huang",1
"Chi-Wei Yang","Yang Chuan",1
"Chi-Wei Yang","Yu-Han Liao",1
"Chi-Yin Chow","Jia-Dong Zhang",1
"Chi-Yin Chow","Ning Li",1
"Chi Chen","Chunxiao Xing",1
"Chi Chen","Jiang Bian 0002",1
"Chi Chen","Li Zhao 0007",1
"Chi Chen","Tie-Yan Liu",1
"Chi Wang","Bailu Ding",1
"Chi Wang 0001","Jie Tang 0001",1
"Chi Wang 0001","Kuansan Wang",1
"Chi Xu","Joel Wei En Tay",1
"Chi Zhang","Miao Pan",1
"Chi Zhang 0012","Di Wu",1
"Chi Zhang 0012","Heng Huang",1
"Chi Zhang 0012","Jian Pei",1
"Chi Zhang 0012","Rong Yuan",1
"Chi Zhang 0012","Wensheng Wang",1
"Chia-Jung Lee","Christopher H. Lin",1
"Chia-Jung Lee","Milad Shokouhi",1
"Chia-Jung Lee","Peter Bailey",1
"Chia-Jung Lee","Susan T. Dumais",1
"Chia-Wen Tsai","Hsin-Hsi Chen",1
"Chieh-Feng Chiang","Arbee L. P. Chen",1
"Chiemi Watanabe","Atsuyuki Morishima",1
"Chien Aun Chan","Christopher Leckie",1
