"from","to","weight"
"Upa Gupta","Leonidas Fegaras",1
"Upa Gupta","Ramez Elmasri",1
"Usman Naeem","Elyes Lamine",1
"Usman Naeem","Syed Islam",1
"Uta Störl","Manuel Shenavai",1
"Uta Störl","Stefanie Scherzinger",1
"Utkarsh Upadhyay","Le Song",1
"Utkarsh Upadhyay","Manuel Gomez-Rodriguez",1
"Uwe Glässer","Hamed Yaghoubi Shahir",1
"Uwe Glässer","Mohammad A. Tayebi",1
"Uwe Glässer","Robert Costanzo",1
"Uwe Jugel","Volker Markl",1
"Uwe Jugel","Zbigniew Jerzak",1
"V. Anantharaj","Davide Salomoni",1
"V. Anantharaj","Giovanni Aloisio",1
"Vahid Kayvanfar","Behrooz Karimi",1
"Vahid Kayvanfar","Mohsen S. Sajadieh",1
"Vahid Kayvanfar","S. M. Moattar Husseini",1
"Vahid Kayvanfar","Tan Wen Jun",1
"Vandana P. Janeja","C. T. Sai Adithya",1
"Vandana P. Janeja","Raghu Chintalapati",1
"Vandana P. Janeja","Sai C. Pallaprolu",1
"Vandana P. Janeja","Yelena Yesha",1
"Vasilis Spyropoulos","Christina Vasilakopoulou",1
"Vasilis Spyropoulos","Yannis Kotidis",1
"Vassil Mladenov","Pavel A. Izhutov",1
"Vasudha Krishnaswamy","Boris Glavic",1
"Vasudha Krishnaswamy","Venkatesh Radhakrishnan",1
"Vasundhara Misal","Raghu Chintalapati",1
"Vasundhara Misal","Sai C. Pallaprolu",1
"Vasundhara Misal","Vandana P. Janeja",1
"Vasundhara Misal","Yelena Yesha",1
"Venkat Krishnamurthy","Michael W. Mahoney",1
"Venkat Krishnamurthy","Prabhat",1
"Venkata Vamsikrishna Meduri","Subbarao Kambhampati",1
"Venkatesh Radhakrishnan","Boris Glavic",1
"Venkatesh Srinivasan 0001","Alex Thomo",2
"Venkatesh Srinivasan 0001","Kui Wu 0001",1
"Vibha Sinha","Mu Qiao",1
"Vibha Sinha","Yuheng Hu",1
"Vicenç Gómez","Andreas Kaltenbrunner",1
"Vicky Papavasileiou","Alin Deutsch",1
"Vicky Papavasileiou","Ken Yocum",1
"Victor Giannakouris","Dimitrios Tsoumakos",2
"Victor Giannakouris","Nectarios Koziris",2
"Victor Giannakouris","Nikolaos Papailiou",1
"Victor Perazzolo Barros","Pollyana Notargiacomo",1
"Viet Ha-Thuc","Shakti Sinha",1
"Vijay Dipti Kumar","Paulo S. C. Alencar",1
"Viktor Botev","Joris van Rooij",1
"Viktor Botev","Magnus Almgren",1
"Viktor Botev","Marina Papatriantafilou",1
"Viktor Botev","Olaf Landsiedel",1
"Viktor Botev","Vincenzo Gulisano",1
"Ville Hyvönen","Elias Jaasaari",1
"Ville Hyvönen","Jukka Corander",1
"Ville Hyvönen","Liang Wang 0009",1
"Ville Hyvönen","Risto Tuomainen",1
"Ville Hyvönen","Sotiris K. Tasoulis",1
"Ville Hyvönen","Teemu Pitkänen",1
"Ville Hyvönen","Teemu Roos",1
"Vinay Deolalikar","Hernan Laffitte",1
"Vinay Kolar","Laura Wynter",1
"Vinay Kolar","Sambit Sahu",1
"Vinay Kolar","Sebastien Blandin",1
"Vinay Kumar Bingi","John A. Miller",1
"Vinay Setty","Gerhard Weikum",1
"Vinay Setty","Jannik Strötgen",1
"Vincent Wenchen Zheng","Kevin Chen-Chuan Chang",1
"Vincenzo Cutello","Doheon Lee",1
"Vincenzo Gulisano","Joris van Rooij",1
"Vincenzo Gulisano","Marina Papatriantafilou",1
"Vincenzo Gulisano","Olaf Landsiedel",1
"Vinothan Vinayagamoorthy","Abid Hussain",1
"Vinothan Vinayagamoorthy","Benjamin Flesch",1
"Vinothan Vinayagamoorthy","Florian Winder",1
"Vinothan Vinayagamoorthy","Mats Ekran",1
"Vinothan Vinayagamoorthy","Melanie Schnittger",1
"Vinothan Vinayagamoorthy","Niels Buus Lassen",1
"Vinothan Vinayagamoorthy","Raghava Rao Mukkamala",1
"Vinothan Vinayagamoorthy","Ravi Vatrapu",1
"Virgil Pavlu","Fernando Diaz 0001",1
"Vishnu Gowda Harish","John A. Miller",1
"Vishnu Gowda Harish","Vinay Kumar Bingi",1
"Vishwajit Kolathur","Chetan Bansal",1
"Vishwajit Kolathur","Johannes Gehrke",1
"Vishwajit Kolathur","S. Sathiya Keerthi",1
"Vishwajit Kolathur","Sundararajan Sellamanickam",1
"Vishwajit Kolathur","Suresh Parthasarathy",1
"Vivek Kulkarni","Bryan Perozzi",1
"Vivek Kulkarni","Steven Skiena",1
"Vivian Lai","Casey Vu",1
"Vivian Lai","David Lo 0001",1
"Vivian Lai","Ee-Peng Lim",1
"Vivian Lai","Kyong Jin Shim",2
"Vivian Lai","Philips Kokoh Prasetyo",1
"Vivian Lai","Richard Jayadi Oentaryo",1
"Vlad Niculae","Cristian Danescu-Niculescu-Mizil",1
"Vlad Niculae","Lillian Lee",1
"Vladan Radosavljevic","Gavin Owens",1
"Vladimir Barash","Christopher J. Cameron",1
"Vladimir Barash","John Kelly",1
"Vladimir Barash","Michael Macy",1
"Vladimir Barrière","Andre Cavalheiro Menck",1
"Vladimir Barrière","Joseph Torres",1
"Vladimir Ufimtsev","Animesh Mukherjee 0001",1
"Vladimir Ufimtsev","Sanjukta Bhowmick",1
"Vladimir Ufimtsev","Soumya Sarkar",1
"Vrushank Vora","Christopher Berry",1
"Vrushank Vora","Joe Walsh",1
"Vrushank Vora","Matthew Heston",1
"Vrushank Vora","Rayid Ghani",1
"Vy Bui","Dunling Li",1
"Vy Bui","Li-yueh Hsu",1
"Vy Bui","Lin-Ching Chang",1
"Vy Bui","Marcus Y. Chen",1
"W. Sean Kennedy","Iraj Saniee",1
"W. Sean Kennedy","Onuttom Narayan",1
"Wai Lam","Lidong Bing",1
"Wai Lam","Yinqing Xu",1
"Walaa Eldin Moustafa","Alin Deutsch",1
"Walaa Eldin Moustafa","Ken Yocum",1
"Walaa Eldin Moustafa","Vicky Papavasileiou",1
"Walid Shalaby","David Lin",1
"Walid Shalaby","Jiebo Luo",1
"Walid Shalaby","Khalifeh AlJadda",1
"Walid Shalaby","Mohammed Korayem",1
"Wanchun Dou","Jinjun Chen",1
"Wanchun Dou","Kotagiri Ramamohanarao",1
"Wanchun Dou","Zoran Salcic",1
"Wang-Chien Lee","Jian Pei",1
"Wang-Chien Lee","Ming-Syan Chen",2
"Wang-Chien Lee","Philip S. Yu",1
"Wanying Ding","Chaomei Chen",1
"Wanying Ding","Xiaohua Hu 0001",1
"Wanying Ding","Yue Zhang",1
"Wei-keng Liao","Alok N. Choudhary",4
"Wei-keng Liao","Ankit Agrawal",3
"Wei-keng Liao","Marc De Graef",1
"Wei-keng Liao","Nikos Hardavellas",1
"Wei-Lin Chiang","Chih-Jen Lin",1
"Wei-Lin Chiang","Mu-Chu Lee",1
"Wei Ai","Feng Feng 0001",1
"Wei Ai","Gang Huang 0001",1
"Wei Ai","Jian Tang",1
"Wei Ai","Qiaozhu Mei",1
"Wei Ai","Xuanzhe Liu",1
"Wei Chen","Mingfei Zhao",1
"Wei Chen","Tian Lin",1
"Wei Chen","Xuren Zhou",1
"Wei Chen","Zihan Tan",1
"Wei Cheng 0002","Guofei Jiang",1
"Wei Cheng 0002","Haifeng Chen",1
"Wei Cheng 0002","Kai Zhang 0001",1
"Wei Cheng 0002","Wei Wang 0010",1
"Wei Cheng 0002","Zhengzhang Chen",1
"Wei Emma Zhang","Lina Yao",1
"Wei Emma Zhang","Mingkui Tan",1
"Wei Emma Zhang","Qinfeng Shi",1
"Wei Emma Zhang","Quan Z. Sheng",1
"Wei Fan 0001","Hanghang Tong",1
"Wei Fan 0001","Jiawei Han 0001",1
"Wei Fan 0001","Nan Du",1
"Wei Fan 0001","Philip S. Yu",2
"Wei Gong","Ee-Peng Lim",1
"Wei Gong","Feida Zhu 0001",1
"Wei Gong","Pei Hua Cher",1
"Wei Jiang","Juan Rodriguez",1
"Wei Jiang","Torsten Suel",1
"Wei Li 0002","Francesco Iorio",1
"Wei Liu 0007","Fang Chen 0001",1
"Wei Liu 0007","Peter Runcie",1
"Wei Liu 0007","Yang Wang 0002",1
"Wei Lu","Can Wang 0001",1
"Wei Lu","Chun Chen 0001",1
"Wei Lu","Martin Ester",1
"Wei Lu 0006","Korris Fu-Lai Chung",1
"Wei Lu 0006","Kunfeng Lai",1
"Wei Meng 0001","Byoungyoung Lee",1
"Wei Meng 0001","Wenke Lee",1
"Wei Meng 0001","Xinyu Xing",1
"Wei Shen 0004","Xiaojie Yuan",1
"Wei Wang 0063","Hairong Qi",1
"Wei Wang 0064","Chang-Tien Lu",1
"Wei Wang 0064","Huzefa Rangwala",1
"Wei Wang 0064","Naren Ramakrishnan",2
"Wei Wang 0064","Yue Ning",1
"Wei Wei 0019","Kathleen M. Carley",1
"Wei Ye 0001","Christian Böhm",1
"Wei Ye 0001","Claudia Plant",1
"Wei Ye 0001","Sebastian Goebl",1
"Wei You","Gang Yang",1
"Wei You","Wenchang Shi",1
"Wei Zha","Jianbo Yang",1
"Wei Zha","Jianneng Cao",1
"Wei Zha","Min Wu 0008",1
"Wei Zha","Peilin Zhao",1
"Wei Zha","Wei Chen",1
"Weicong Ding","Brian Eriksson",1
"Weider D. Yu","Jaspal Singh Gill",1
"Weider D. Yu","Maulin Dalal",1
"Weider D. Yu","Piyush Jha",1
"Weider D. Yu","Sajan Shah",1
"Weijia Xu","Amanda Deering",1
"Weijia Xu","Amit Gupta",1
"Weijia Xu","Chandra Bhat",1
"Weijia Xu","Jackson Archer",1
"Weijia Xu","James Kuhr",1
"Weijia Xu","Jawon Song",1
"Weijia Xu","Kenneth Perrine",1
"Weijia Xu","Maria Esteva",1
"Weijia Xu","Natalia Ruiz-Juri",2
"Weijia Xu","Ramona L. Walls",1
"Weijia Xu","Ruizhu Huang",1
"Weimao Ke","Javed Mostafa",1
"Weimao Ke","Jianxin Wang",1
"Weimao Ke","Xiaohua Hu 0001",1
"Weinan Zhang 0001","Haifeng Zhang 0002",1
"Weinan Zhang 0001","Jian Xu",1
"Weinan Zhang 0001","Jun Wang 0012",2
"Weinan Zhang 0001","Tianxiong Zhou",1
"Weinan Zhang 0001","Yifei Rong",1
"Weinan Zhang 0001","Yong Yu 0001",1
"Weisheng Zhong","Arnold P. Boedihardjo",1
"Weisheng Zhong","Chang-Tien Lu",1
"Weitong Chen","Sen Wang 0001",1
"Weiwei Chen 0003","Hui Xiong 0001",1
"Weiwei Sun","Baihua Zheng",1
"Weiwei Sun","Hanyuan Zhang",1
"Weiwei Sun","Wei Wang 0009",1
"Weiwei Sun","Ziyang Chen",1
"Weixiang Shao","Chun-Ta Lu",2
"Weixiang Shao","Lifang He 0001",1
"Weixiang Shao","Philip S. Yu",2
"Weixiong Rao","Jia Zeng",1
"Weixiong Rao","Jianfeng Yan",1
"Weixue Lu","Chengqi Zhang",1
"Weixue Lu","Guodong Long",1
"Weize Kong","James Allan",1
"Weizhong Li","Larry Smarr",1
"Weizhong Li","Rob Knight",1
"Wellington Santos Martins","Marcos André Gonçalves",1
"Wen-tau Yih","Xifeng Yan",1
"Wen-tau Yih","Yu Su 0001",1
"Wen-Yi Chang","Chao-Tung Yang",1
"Wen-Yi Chang","Hsi-Ching Lin",1
"Wen-Yi Chang","Whey-Fone Tsai",1
"Wen-Yueh Shih","Jiun-Long Huang",1
"Wen-Yueh Shih","Yi-Cheng Chen",1
"Wen Jun Tan","Wentong Cai 0001",1
"Wen Jun Tan","Zhengping Li",1
"Wenbin Zhang","Ankita Patil",1
"Wenbin Zhang","Eric J. Shiroma",1
"Wenbin Zhang","Ketan Patil",1
"Wenbin Zhang","Mitchell A. Schepps",1
"Wenbin Zhang","Tamara B. Harris",1
"Wenbin Zhang","Ting Zhu",1
"Wenbo Wang 0002","Keke Chen",1
"Wenchang Shi","Gang Yang",1
"Wenchao Wu","Haipeng Zeng",1
"Wenchao Wu","Huamin Qu",1
"Wenchao Wu","Jia Zeng",1
"Wenchao Wu","Lionel M. Ni",1
"Wenchao Wu","Mingxuan Yuan",1
"Wenchao Wu","Nan Cao",1
"Wendi Ji","Dell Zhang",1
"Wendi Ji","Xiaoling Wang",1
"Wenji Mao","Daniel Dajun Zeng",1
"Wenjie Ruan","Nguyen Khoi Tran 0001",2
"Wenjie Ruan","Nickolas J. G. Falkner",2
"Wenjie Ruan","Peipei Xu",2
"Wenjie Ruan","Quan Z. Sheng",2
"Wenjie Ruan","Wei Emma Zhang",2
"Wenjie Ruan","Xue Li 0001",2
"Wenjing Yan","Allan N. Zhang",2
"Wenjing Yan","Dazhi Yang",1
"Wenjing Yan","Rong Wen",1
"Wenjun Zhou","Faizan Javed",1
"Wenjun Zhou","Janani Balaji",1
"Wenjun Zhou","Mahmudur Rahman",1
"Wenjun Zhou","Matt McNair",1
"Wenjun Zhou","Yun Zhu",1
"Wenjun Zhou 0001","Hui Xiong 0001",1
"Wenjun Zhou 0001","Zhenshan Hou",1
"Wenlin Chen","James T. Wilson",1
"Wenlin Chen","Kilian Q. Weinberger",1
"Wenlin Chen","Stephen Tyree",1
"Wenlin Chen","Yixin Chen",1
"Wenqi He","Clare R. Voss",1
"Wenqi He","Heng Ji",1
"Wenqi He","Jiawei Han 0001",1
"Wenqi He","Meng Qu",1
"Wenqing Lin","Amy She-Nash",1
"Wenqing Lin","Eran Shaham",1
"Wenqing Lin","Isabel Choo Zhongyan",1
"Wenqing Lin","Jingxuan Wang",1
"Wenqing Lin","Shonali Krishnaswamy",1
"Wenqing Lin","The Anh Dang",1
"Wentao Wang 0006","Larisa Shwartz",1
"Wentao Wang 0006","Minjing Zhang",1
"Wentao Wang 0006","Naphtali Rishe",1
"Wentao Wang 0006","Shu-Ching Chen",1
"Wentao Wang 0006","Steven Luis",1
"Wentao Wang 0006","Tao Li 0001",1
"Wentong Cai 0001","Zhengping Li",1
"Wenwen Zhang","Bistra Dilkina",1
"Wenwen Zhang","Duen Horng Chau",1
"Wenwen Zhang","Matthew Hinds-Aldrich",1
"Wenwen Zhang","Xiang Cheng 0002",1
"Wenwu Zhu 0001","Shiqiang Yang",1
"Wenzhao Zhang","Bin Dong 0002",1
"Wenzhao Zhang","Daniel F. Martin",1
"Wenzhao Zhang","Houjun Tang",1
"Wenzhao Zhang","Kesheng Wu",1
"Wenzhao Zhang","Nagiza F. Samatova",1
"Wenzhao Zhang","Scott Klasky",1
"Wenzhao Zhang","Stephen Ranshous",1
"Wenzhao Zhang","Surendra Byna",1
"Whey-Fone Tsai","Chao-Tung Yang",1
"Whey-Fone Tsai","Hsi-Ching Lin",1
"Whitfield Diffie","Whitfield Diffie",2
"Whitfield Diffie",NA,1
"William Keenan","Sameena Shah",1
"William Simpson","S. Muthukrishnan",1
"William Trouleau","Azin Ashkan",1
"William Trouleau","Brian Eriksson",1
"William Trouleau","Weicong Ding",1
"William Z. Bernstein","M. Omar Nachawati",1
"Witold Litwin","Thomas J. E. Schwarz",1
"Wolfgang Nejdl","Avishek Anand",1
"Wooyeol Kim","Kyuseok Shim",1
"Wooyeol Kim","Younghoon Kim",1
"Wu Zhou","Ce Zhang",1
"Wu Zhou","Peng Liu 0005",1
"Wu Zhou","Sencun Zhu",1
"Wu Zhou","Suresh Chari",1
"Wubai Zhou","Chunqiu Zeng",1
"Wubai Zhou","Dingding Wang 0001",1
"Wubai Zhou","Jia Xu 0003",1
"Wubai Zhou","Minjing Zhang",1
"Wubai Zhou","Naphtali Rishe",1
"Wubai Zhou","Qifeng Zhou",1
"Wubai Zhou","Qing Wang 0016",1
"Wubai Zhou","Shu-Ching Chen",1
"Wubai Zhou","Steven Luis",1
"Wubai Zhou","Wentao Wang 0006",1
"Wubai Zhou","Yue Huang",1
"Wuman Luo","Lionel M. Ni",1
"Wuman Luo","Xibo Zhou",1
"Wuman Luo","Ye Ding",1
"Wush Chi-Hsuan Wu","Ming-Syan Chen",1
"Wynne Hsu","Mong-Li Lee",1
"X. Liang","N. Askarzadeh",1
"Xi C. Chen","Anuj Karpatne",1
"Xi C. Chen","Vipin Kumar",1
"Xi Liu","Lifeng Luo",1
"Xi Zhang","Di Ma",1
"Xi Zhang","Gady Agam",1
"Xi Zhang","Lin Gan",1
"Xi Zhang","Shanshan Jiang",1
"Xia Hu","Huan Liu 0001",3
"Xia Hu","Jiliang Tang",1
"Xia Hu","Karl Aberer",1
"Xia Hu","Pan Hui",1
"Xia Hu","Suhang Wang",1
"Xia Hu","Tian Guo 0002",1
"Xia Hu","Yanchao Zhang",1
"Xia Zhu","Jeremy R. Manning",1
"Xia Zhu","Kenneth A. Norman",1
"Xia Zhu","Peter J. Ramadge",1
"Xia Zhu","Po-Hsuan Chen",1
"Xia Zhu","Theodore L. Willke",1
"Xia Zhu","Yida Wang",1
"Xian-He Sun","Michael E. Papka",1
"Xian Wu","Dong Wang 0002",1
"Xiang Cheng 0002","Bistra Dilkina",1
"Xiang Cheng 0002","Duen Horng Chau",1
"Xiang Cheng 0002","Matthew Hinds-Aldrich",1
"Xiang Li 0001","Binbin Lin",2
"Xiang Li 0001","Ian Davidson",1
"Xiang Li 0001","Jieping Ye",2
"Xiang Li 0001","Milad Makkie",1
"Xiang Li 0001","Mojtaba Sedigh Fazli",1
"Xiang Li 0001","Shannon Quinn",3
"Xiang Li 0001","Tianming Liu",3
"Xiang Li 0067","Ben Kao",1
"Xiang Li 0067","Yudian Zheng",1
"Xiang Li 0067","Zhipeng Huang 0001",1
"Xiang Liu","Torsten Suel",1
"Xiang Ren 0001","Aditya G. Parameswaran",1
"Xiang Ren 0001","Clare R. Voss",2
"Xiang Ren 0001","Heng Ji",1
"Xiang Ren 0001","Jiawei Han 0001",3
"Xiang Ren 0001","Jingbo Shang",1
"Xiang Ren 0001","Meng Qu",1
"Xiang Ren 0001","Taylor Cassidy",1
"Xiang Ren 0001","Wenqi He",1
"Xiang Su","Anja Keskinarkaus",1
"Xiang Su","Jukka Riekki",1
"Xiang Su","Mika Rautiainen",1
"Xiang Su","Mikko Pyykkönen",1
"Xiang Su","Teemu Leppänen",1
"Xiang Zuo","Adriana Iamnitchi",1
"Xiang Zuo","Clayton Gandy",1
"Xiang Zuo","John Skovertz",1
"Xiangdong Huang","Chen Wang 0018",1
"Xiangdong Huang","Jianmin Wang 0001",1
"Xiangdong Huang","Jinrui Zhang",1
"Xiangdong Huang","Raymond K. Wong",1
"Xiangfeng Dai","Robert Prout",1
"Xiangnan Kong","Yangyong Zhu",1
"Xiangnan Kong","Yanhua Li",1
"Xiangrui Meng","Aaron Staple",1
"Xiangrui Meng","Alexander Ulanov",1
"Xiangrui Meng","Burak Yavuz",1
"Xiangrui Meng","Evan R. Sparks",1
"Xiangrui Meng","Li Pu",1
"Xiangrui Meng","Matei Zaharia",1
"Xiangrui Meng","Shivaram Venkataraman",1
"Xiangyang Zhou","Hua Wu 0003",1
"Xiangyu Chen","Bo Zhao 0001",1
"Xiangyu Chen","Jiawei Han 0001",1
"Xiangyu Chen","Jing Gao 0004",1
"Xiangyu Chen","Lance M. Kaplan",1
"Xiangyu Zhao","Enhong Chen",1
"Xiangyu Zhao","Hao Zhong",1
"Xiangyu Zhao","Hui Xiong 0001",1
"Xiangyu Zhao","Qi Liu 0003",1
"XianXing Zhang","Bee-Chung Chen",1
"XianXing Zhang","Deepak Agarwal",1
"XianXing Zhang","Liang Zhang 0021",1
"XianXing Zhang","Yiming Ma",1
"XianXing Zhang","Yitong Zhou",1
"Xianzhi Wang 0001","Boualem Benatallah",2
"Xianzhi Wang 0001","Lina Yao",2
"Xianzhi Wang 0001","Quan Z. Sheng",2
"Xianzhi Wang 0001","Xiaofei Xu",2
"Xianzhi Wang 0001","Xiu Susie Fang",2
"Xianzhi Wang 0001","Xue Li 0001",2
"Xiao-Han T. Zeng","Daniel Kirsche",1
"Xiao-Han T. Zeng","Jae Young Chung",1
"Xiao-Han T. Zeng","Kai-Chen Cheng",1
"Xiao Bai 0002","Amin Mantrach",1
"Xiao Bai 0002","Fabrizio Silvestri",1
"Xiao Bai 0002","Nicola Barbieri",1
"Xiao Li","Liao Wang",1
"Xiao Li","Reza Sharifi Sedeh",1
"Xiao Li","Yang Yang",1
"Xiao Liu","John A. Stankovic",1
"Xiao Liu","Nada Basit",1
"Xiao Ma","Fuhao Zou",1
"Xiao Ma","Hua Wang 0008",1
"Xiao Pan","Fengjiao Wang",1
"Xiao Pan","Jiawei Zhang 0001",1
"Xiao Pan","Philip S. Yu",1
"Xiaobin Lin","Jianfeng Ma 0001",1
"Xiaochun Yang 0001","Bin Wang 0015",1
"Xiaochun Yang 0001","Jianxin Li 0001",1
"Xiaochun Yang 0001","Rui Zhou 0001",1
"Xiaodong He 0001","Wen-tau Yih",1
"Xiaodong He 0001","Xifeng Yan",1
"Xiaodong He 0001","Yu Su 0001",1
"Xiaofei Xu","Boualem Benatallah",2
"Xiaofeng He","Aoying Zhou",1
"Xiaofeng Meng 0001","Chen Yang 0009",1
"Xiaofeng Meng 0001","Qi Guo 0001",1
"Xiaofeng Meng 0001","Zujian Weng",1
"Xiaohua Hu 0001","Tingting He",1
"Xiaohui Yan","Jiafeng Guo",1
"Xiaohui Yan","Jianpeng Hou",1
"Xiaohui Yan","Ping Li",1
"Xiaohui Yan","Xueqi Cheng",1
"Xiaohui Yan","Zhaohui Li",1
"Xiaojing Liao","Chang Liu 0021",1
"Xiaojing Liao","Damon McCoy",1
"Xiaojing Liao","Elaine Shi",1
"Xiaojing Liao","Raheem A. Beyah",1
"Xiaojing Liao","Shuang Hao",1
"Xiaojun Wan 0001","Jianguo Xiao",1
"Xiaokai Wei","Bokai Cao",1
"Xiaokai Wei","Chun-Ta Lu",1
"Xiaokai Wei","Philip S. Yu",1
"Xiaokai Wei","Weixiang Shao",1
"Xiaoli Li 0013","Jun Huan",1
"Xiaoli Song","Xiaohua Hu 0001",2
"Xiaoli Song","Xiaotong Wang",1
"Xiaoli Song","Yan Rui",1
"Xiaoling Wang","Dell Zhang",1
"Xiaomeng Liang","Arash Massoudieh",1
"Xiaomeng Liang","Lin-Ching Chang",1
"Xiaomeng Liang","Negin Askarzadeh",1
"Xiaomo Liu","Armineh Nourbakhsh",3
"Xiaomo Liu","Arun Vachher",1
"Xiaomo Liu","John Duprey",1
"Xiaomo Liu","Kajsa Anderson",1
"Xiaomo Liu","Mark Vedder",1
"Xiaomo Liu","Merine Thomas",1
"Xiaomo Liu","Quanzhi Li",1
"Xiaomo Liu","Ramdev Wudali",1
"Xiaomo Liu","Robert Martin",1
"Xiaomo Liu","Rui Fang",4
"Xiaomo Liu","Russ Kociuba",1
"Xiaomo Liu","Sameena Shah",2
"Xiaomo Liu","Steven Pomerville",1
"Xiaomo Liu","William Keenan",1
"Xiaopeng Li","James She",1
"Xiaopeng Li","Ming Cheung",1
"Xiaoqian Wang","Feiping Nie 0001",1
"Xiaoqian Wang","Heng Huang",1
"Xiaoting Wang","Christopher Leckie",1
"Xiaoting Wang","Jeffrey Chan",1
"Xiaoting Wang","Kwan Hui Lim 0001",1
"Xiaoting Wang","Tharshan Vaithianathan",1
"Xiaotong Shen","Jieping Ye",1
"Xiaotong Wang","Aoying Zhou",1
"Xiaotong Wang","Tom Z. J. Fu",1
"Xiaotong Wang","Xiaohua Hu 0001",1
"Xiaotong Wang","Zhenjie Zhang",1
"Xiaowei Jia","Ankush Khandelwal",1
"Xiaowei Jia","Anuj Karpatne",1
"Xiaowei Jia","James Gerber",1
"Xiaowei Jia","Kimberly Carlson",1
"Xiaowei Jia","Paul C. West",1
"Xiaowei Jia","Vipin Kumar",2
"Xiaowei Jia","Xi C. Chen",1
"Xiaowei Wu 0001","Reynold Cheng",1
"Xiaowei Wu 0001","Siqiang Luo",1
"Xiaowei Wu 0001","Yixiang Fang",1
"Xiaowen Li","Toshihisa Matsui",1
"Xiaowen Li","Wei-Kuo Tao",1
"Xiaoxia Jia","Jiming Chen 0001",1
"Xiaoxia Jia","Peng Cheng 0001",1
"Xiaoxiao Guo","Francesco Iorio",1
"Xiaoxiao Guo","Wei Li 0002",1
"Xiaoxuan Zhang","Padmini Srinivasan",1
"Xiaoxuan Zhang","Tianbao Yang",1
"Xiaoyan Shao","Alan Li",1
"Xiaoyan Shao","Conrad M. Albrecht",1
"Xiaoyan Shao","Fernando J. Marianno",1
"Xiaoyan Shao","Hendrik F. Hamann",2
"Xiaoyan Shao","Jason D. Renwick",1
"Xiaoyan Shao","Jeffrey Cwagenberg",1
"Xiaoyan Shao","Leda Daehler",1
"Xiaoyan Shao","Levente J. Klein",1
"Xiaoyan Shao","Marcus Freitag",1
"Xiaoyan Shao","Siyuan Lu",1
"Xiaoyan Shao","Theodore G. van Kessel",1
"Xiaoyi Fan","Feng Wang 0001",1
"Xiaoyi Fan","Jiangchuan Liu",1
"Xiaoyi Lu","Dhabaleswar K. Panda",3
"Xiaoyi Lu","Dipti Shankar",1
"Xiaoyi Lu","Shashank Gugnani",1
"Xiaoyu Chen","Rómer Rosales",1
"Xiaoyu Ge","Mohamed A. Sharaf",1
"Xiaoyu Ge","Panos K. Chrysanthis",1
"Xiaoyu Ge","Yanbing Xue",1
"Xiaoyu Ge","Zhipeng Luo",1
"Xiaoyu Wang","John A. Stankovic",1
"Xiaoyu Wang","Nada Basit",1
"Xiaoyu Wang","Tianshu Zhou",1
"Xiaoyu Wang","Xiao Liu",1
"Xiaoyu Wang","Yunfei Guan",1
"Xiaoyu Zhang 0002","Binbin Li",1
"Xiaoyu Zhang 0002","Dinggang Shen",1
"Xiaoyu Zhang 0002","Shuiwang Ji",1
"Xiaoyu Zhang 0002","Yong Wang",1
"Xiaozhong Liu","Chun Guo 0001",1
"Xiaozhong Liu","Tian Xia",1
"Xiaozhong Liu","Yingying Yu",1
"Xiaozhong Liu","Yizhou Sun",1
"Xibo Zhou","Dongjie He",1
"Xibo Zhou","Jinzhi Hua",1
"Xibo Zhou","Lionel M. Ni",1
"Xibo Zhou","Shuo He",1
"Xibo Zhou","Weihuai Liu",1
"Xibo Zhou","Yanjun Xu",1
"Xibo Zhou","Ye Ding",1
"Xidao Wen","Konstantinos Pelechrinis",1
"Xidao Wen","Yu-Ru Lin",1
"Xifeng Yan","Michelle Vanni",1
"Xifeng Yan","Sue Kase",1
"Xin-Shun Xu","Shanqing Guo",1
"Xin-Shun Xu","Xiaolin Wang 0003",1
"Xin-Shun Xu","Zi Huang",1
"Xin Jin 0010","Daniel Agun",1
"Xin Jin 0010","Qinghao Wu",1
"Xin Jin 0010","Susen Zhao",1
"Xin Jin 0010","Tao Yang 0009",1
"Xin Jin 0010","Yifan Shen",1
"Xin Li","Bing Zhu 0003",1
"Xin Li","Hui Li 0022",1
"Xin Li","Jiawei Cai",1
"Xin Li","Wei He",1
"Xin Li","Zhihao Huang",1
"Xin Li 0078","Mian Dong",1
"Xin Li 0078","Songqing Chen",1
"Xin Li 0078","Zhan Ma",1
"Xin Li 0078","Zhenhua Li 0001",1
"Xin Mu","Ee-Peng Lim",1
"Xin Mu","Feida Zhu 0001",1
"Xin Mu","Jianzong Wang",1
"Xin Mu","Jing Xiao",1
"Xin Mu","Zhi-Hua Zhou",1
"Xin Wang 0019","Can Wang 0001",1
"Xin Wang 0019","Chun Chen 0001",1
"Xin Wang 0019","Martin Ester",1
"Xin Wang 0019","Wei Lu",1
"Xin Wang 0030","Junhu Wang",1
"Xin Wang 0030","Xiaowang Zhang",1
"Xing Chen","John E. Hopcroft",1
"Xing Chen","Yi Li",1
"Xing Wang 0011","Jessica Lin 0001",1
"Xing Wang 0011","Martin Braun",1
"Xing Wang 0011","Nital Patel",1
"Xing Xie 0001","Jiebo Luo",1
"Xing Xie 0001","Kieran McDonald",2
"Xing Xie 0001","Rui Zhang 0003",2
"Xing Xie 0001","Wei-Ying Ma",1
"Xing Xie 0001","Yong Rui",1
