"from","to","weight"
"Eduardo Blancas Reyes","Rayid Ghani",1
"Eduardo Blancas Reyes","Romana Khan",1
"Eduardo Blancas Reyes","Sue He",1
"Eduardo Blancas Reyes","Thomas Anderson Keller",1
"Edward Choi","Catherine Coffey",1
"Edward Choi","Elizabeth Searles",1
"Edward Choi","James Bost",1
"Edward Choi","Javier Tejedor-Sojo",1
"Edward Choi","Jimeng Sun",1
"Edward Choi","Michael Thompson",1
"Edward Choi","Mohammad Taha Bahadori",1
"Edward Daniel Newell","Andrew Piper",1
"Edward Daniel Newell","Derek Ruths",1
"Edward Daniel Newell","Stefan Dimitrov",1
"Edward Newell","Caitrin Armstrong",1
"Edward Newell","David Jurgens",1
"Edward Newell","Derek Ruths",1
"Edward Newell","Haji Mohammad Saleem",1
"Edward Newell","Hardik Vala",1
"Edward Newell","Jad Sassine",1
"Edwin Weill","Bennie Vorster",1
"Edwin Weill","Emil Djerekarov",1
"Ee-Peng Lim","David Lo 0001",1
"Ee-Peng Lim","Feida Zhu 0001",1
"Ee-Peng Lim","Jianzong Wang",1
"Ee-Peng Lim","Jing Xiao",1
"Ee-Peng Lim","Pei Hua Cher",1
"Ee-Peng Lim","Zhi-Hua Zhou",1
"Eemil Lagerspetz","Petteri Nurmi",1
"Eemil Lagerspetz","Sasu Tarkoma",1
"Egor V. Kostylev","Bernardo Cuenca Grau",1
"Ehud Gudes","Jeffrey D. Ullman",1
"Ekaterina Gilman","Anja Keskinarkaus",1
"Ekaterina Gilman","Jukka Riekki",1
"Ekaterina Gilman","Mika Rautiainen",1
"Ekaterina Gilman","Mikko Pyykkönen",1
"Ekaterina Gilman","Teemu Leppänen",1
"Ekaterina Gilman","Xiang Su",1
"Elad Kravi","Avihai Mejer",1
"Elad Kravi","Dan Pelleg",1
"Elad Kravi","David Carmel",1
"Elad Kravi","Gilad Tsur",1
"Elad Kravi","Ido Guy",1
"Elad Kravi","Yoelle Maarek",1
"Elaine Shi","Raheem A. Beyah",1
"Elaine Shi","Shuang Hao",1
"Eleazar Leal","Jianting Zhang",1
"Eleazar Leal","Le Gruenwald",1
"Elham Sahebkar Khorasani","John Champaign",1
"Elham Sahebkar Khorasani","Zhao Zhenge",1
"Elham Shaabani","Hamidreza Alvari",1
"Elham Shaabani","J. E. Kelly Snyder",1
"Elham Shaabani","Paulo Shakarian",1
"Elham Vaziripour","Christophe G. Giraud-Carrier",1
"Elham Vaziripour","Daniel Zappala",1
"Elias Jaasaari","Jukka Corander",1
"Elias Jaasaari","Liang Wang 0009",1
"Elias Jaasaari","Risto Tuomainen",1
"Elias Jaasaari","Teemu Roos",1
"Elias Soares","Fabrício Benevenuto",1
"Elias Soares","Filipe Nunes Ribeiro",1
"Elias Soares","Manoel Junior",1
"Elias Soares","Miller Ferreira",1
"Elie Bursztein","Vern Paxson",1
"Elisa Bertino","Elisa Bertino",4
"Elisa Bertino",NA,2
"Elissa M. Redmiles","Rayid Ghani",1
"Elizabeth B. Hutchinson","Carlo Pierpaoli",1
"Elizabeth B. Hutchinson","M. Okan Irfanoglu",1
"Elizabeth Koh","Kyong Jin Shim",1
"Elizabeth Koh","Vivian Lai",1
"Elizabeth Searles","Catherine Coffey",1
"Elizabeth Searles","James Bost",1
"Elizabeth Searles","Javier Tejedor-Sojo",1
"Elizabeth Searles","Jimeng Sun",1
"Elizabeth Searles","Michael Thompson",1
"Elke A. Rundensteiner","Mohamed Y. Eltabakh",1
"Ella Peltonen","Eemil Lagerspetz",1
"Ella Peltonen","Petteri Nurmi",1
"Ella Peltonen","Sasu Tarkoma",1
"Ellery Wulczyn","Christopher Berry",1
"Ellery Wulczyn","Joe Walsh",1
"Ellery Wulczyn","Jure Leskovec",1
"Ellery Wulczyn","Leila Zia",1
"Ellery Wulczyn","Madian Khabsa",1
"Ellery Wulczyn","Matthew Heston",1
"Ellery Wulczyn","Rayid Ghani",1
"Ellery Wulczyn","Robert West 0001",1
"Ellery Wulczyn","Vrushank Vora",1
"Ellis Giles","Kshitij Doshi",1
"Ellis Giles","Peter J. Varman",1
"Ellis R. Giles","Ellis R. Giles",2
"Ellis R. Giles",NA,1
"Elyas Sabeti","Anders Høst-Madsen",1
"Elyas Sabeti","Chad Walton",1
"Elyas Sabeti","Su Jun Lim",1
"Emaad A. Manzoor","Leman Akoglu",1
"Emaad A. Manzoor","Sadegh M. Milajerdi",1
"Emanuel Jöbstl","Alexander Noe",1
"Emanuel Jöbstl","Huyen Chau Nguyen",1
"Emanuel Jöbstl","Matthias Stumpp",1
"Emanuel Jöbstl","Peter Sanders 0001",1
"Emanuel Jöbstl","Sebastian Lamm",1
"Emanuel Jöbstl","Sebastian Schlag",1
"Emanuel Jöbstl","Tobias Sturm",1
"Emil Djerekarov","Bennie Vorster",1
"Emilio Ferrara","Alessandro Flammini",1
"Emilio Ferrara","Aram Galstyan",1
"Emilio Ferrara","Filippo Menczer",1
"Emilio Ferrara","Onur Varol",1
"Emily Cohn","John S. Brownstein",1
"Emily Cohn","Naren Ramakrishnan",1
"Emily Franzini","Thomas Eckart",1
"Emily Grace","Ankit Rai",1
"Emily Grace","Elissa M. Redmiles",1
"Emily Grace","Rayid Ghani",1
"Emily Maemura","Christoph Becker 0001",1
"Emily Maemura","Ian Milligan",1
"Emine Yilmaz","Evangelos Kanoulas",1
"Emma S. Spiro","Andrés Monroy-Hernández",1
"Emma S. Spiro","Jorge Nathan Matias",1
"Enhong Chen","Hui Xiong 0001",1
"Enhong Chen","Yanjie Fu",1
"Enrique Costa-Montenegro","Milagros Fernández Gavilanes",1
"Enrique Frías-Martínez","Vanessa Frías-Martínez",1
"Eoin O'Grady","Adam Shepherd",1
"Eran Shaham","Amy She-Nash",1
"Eran Shaham","Isabel Choo Zhongyan",1
"Eran Shaham","Jingxuan Wang",1
"Eran Shaham","Shonali Krishnaswamy",1
"Eran Shaham","The Anh Dang",1
"Eran Yahav","Sharon Shoham",1
"Erdal Kuzey","Gerhard Weikum",1
"Erdal Kuzey","Jannik Strötgen",1
"Erdal Kuzey","Vinay Setty",1
"Erdogan Dogdu","A. Murat Ozbayoglu",2
"Erdogan Dogdu","Aras Onal",1
"Erfan Tavakoli","Le Song",1
"Erfan Tavakoli","Manuel Gomez-Rodriguez",1
"Erfan Tavakoli","Mehrdad Farajtabar",1
"Erheng Zhong","Nathan Liu",1
"Erheng Zhong","Suju Rajan",1
"Erheng Zhong","Yue Shi",1
"Eric Balkanski","Jason D. Hartline",1
"Eric G. Stephan","Bibi Raju",1
"Eric G. Stephan","Darren J. Kerbyson",1
"Eric G. Stephan","Ilkay Altintas",1
"Eric G. Stephan","Kerstin Kleese van Dam",1
"Eric G. Stephan","Malachi Schram",1
"Eric G. Stephan","Matt MacDuff",1
"Eric G. Stephan","Todd Elsethagen",1
"Éric Gaussier","Massih-Reza Amini",1
"Eric J. Shiroma","Mitchell A. Schepps",1
"Eric J. Shiroma","Tamara B. Harris",1
"Eric Kuan","Elie Bursztein",1
"Eric Kuan","Kurt Thomas",1
"Eric Kuan","Lucas Ballard",1
"Eric Kuan","Vern Paxson",1
"Eric Kuan","Yuan Niu",1
"Eric Malmi","Aristides Gionis",1
"Eric Malmi","Hannu Toivonen",1
"Eric Malmi","Ingmar Weber",1
"Eric Malmi","Pyry Takala",1
"Eric Malmi","Tapani Raiko",1
"Eric P. Xing","Qirong Ho",1
"Eric W. Deutsch","Arthur W. Toga",1
"Eric W. Deutsch","Ivo D. Dinov",1
"Eric W. Deutsch","Nathan D. Price 0001",1
"Erich Kummerfeld","Joseph D. Ramsey",1
"Erik Aumayr","Conor Hayes",1
"Erik Ordentlich","Andy Feng",1
"Erik Ordentlich","Gavin Owens",1
"Erik Ordentlich","Lee Yang",1
"Erik Ordentlich","Mihajlo Grbovic",1
"Erik Ordentlich","Nemanja Djuric",1
"Erik Ordentlich","Peter Cnudde",1
"Erik Ordentlich","Vladan Radosavljevic",1
"Ernesto Jiménez-Ruiz","Ahmet Soylu",1
"Ernesto Jiménez-Ruiz","Arild Waaler",1
"Ernesto Jiménez-Ruiz","Christian Neuenstadt",1
"Ernesto Jiménez-Ruiz","Christoforos Svingos",1
"Ernesto Jiménez-Ruiz","Diego Calvanese",1
"Ernesto Jiménez-Ruiz","Dmitriy Zheleznyakov",1
"Ernesto Jiménez-Ruiz","Guohui Xiao 0001",1
"Ernesto Jiménez-Ruiz","Ian Horrocks",1
"Ernesto Jiménez-Ruiz","Martin Giese",1
"Ernesto Jiménez-Ruiz","Özgür L. Özçep",1
"Ernesto Jiménez-Ruiz","Ralf Möller 0001",1
"Ernesto Jiménez-Ruiz","Steffen Lamparter",1
"Ernesto Jiménez-Ruiz","Yannis E. Ioannidis",1
"Ernesto Jiménez-Ruiz","Yannis Kotidis",1
"Estevam R. Hruschka Jr.","Bing Liu 0001",1
"Esther Pacitti","Gabriel Antoniu",1
"Esther Pacitti","Marta Mattoso",1
"Esther Pacitti","Patrick Valduriez",1
"Ethan Fast","Michael S. Bernstein",1
"Ethan Fast","Tina Vachovsky",1
"Ethan M. Rudd","C. Edward Chow",1
"Ethan M. Rudd","Terrance E. Boult",1
"Ethan R. Elenberg","Alexandros G. Dimakis",1
"Ethan R. Elenberg","Karthikeyan Shanmugam",1
"Ethan R. Elenberg","Michael Borokhovich",1
"Eugen Feller","Julien Forgeat",1
"Eugen Feller","Nimish Radia",1
"Eugene J. Shekita","Bor-Yiing Su",1
"Eugenia Giraudy","Derek Willis",1
"Eugenia Giraudy","Joe Walsh",1
"Eugenia Giraudy","Julian Katz-Samuels",1
"Eugenia Giraudy","Lauren Haynes",1
"Eugenia Giraudy","Rayid Ghani",1
"Eui-Hong Sam Han","Naren Ramakrishnan",1
"Eun-Sung Jung","Michael E. Papka",1
"Eun-Sung Jung","Rajkumar Kettimuthu",1
"Eun-Sung Jung","Xian-He Sun",1
"Evaggelia Pitoura","Panayiotis Tsaparas",1
"Evan R. Sparks","Aaron Staple",1
"Evan R. Sparks","Matei Zaharia",1
"Evan Racah","James Demmel",1
"Evan Racah","Jatin Chhugani",1
"Evan Racah","Jey Kottalam",1
"Evan Racah","Jialin Liu 0002",1
"Evan Racah","Jim Harrell",1
"Evan Racah","Jiyan Yang",1
"Evan Racah","Kristyn J. Maschhoff",1
"Evan Racah","Lisa Gerhardt",1
"Evan Racah","Michael F. Ringenburg",1
"Evan Racah","Michael W. Mahoney",1
"Evan Racah","Prabhat",1
"Evan Racah","Pramod Sharma",1
"Evan Racah","Shane Canon",1
"Evan Racah","Venkat Krishnamurthy",1
"Evangelia Christakopoulou","Abhishek Gupta",1
"Evangelos Kanoulas","Allan Hanbury",1
"Evangelos Simoudis","Greg Sands",1
"Evangelos Simoudis","Mark Gorenberg",1
"Evangelos Simoudis","Matt Ocko",1
"Evangelos Simoudis","Tim Guleri",1
"Everett Neil Rush","Anthony Clodfelter",1
"Everett Neil Rush","Bhargavi Krishna",1
"Everett Neil Rush","Giri Prakash",1
"Everett Neil Rush","Jimmy W. Voyles",1
"Everett Neil Rush","Rob Records",1
"Everett Neil Rush","Robert Records",1
"Evgeny Kharlamov","Ahmet Soylu",1
"Evgeny Kharlamov","Arild Waaler",1
"Evgeny Kharlamov","Christian Neuenstadt",1
"Evgeny Kharlamov","Christoforos Svingos",1
"Evgeny Kharlamov","Diego Calvanese",1
"Evgeny Kharlamov","Dimitris Bilidas",1
"Evgeny Kharlamov","Dmitriy Zheleznyakov",1
"Evgeny Kharlamov","Ernesto Jiménez-Ruiz",1
"Evgeny Kharlamov","Guohui Xiao 0001",1
"Evgeny Kharlamov","Ian Horrocks",1
"Evgeny Kharlamov","Konstantina Bereta",1
"Evgeny Kharlamov","Martin Giese",1
"Evgeny Kharlamov","Özgür L. Özçep",1
"Evgeny Kharlamov","Ralf Möller 0001",1
"Evgeny Kharlamov","Sebastian Brandt 0001",1
"Evgeny Kharlamov","Steffen Lamparter",1
"Evgeny Kharlamov","Theofilos P. Mailis",1
"Evgeny Kharlamov","Yannis E. Ioannidis",1
"Evgeny Kharlamov","Yannis Kotidis",1
"Eyad Makki","Lin-Ching Chang",1
"F. Maxwell Harper","Lingfei He",1
"F. Maxwell Harper","Loren G. Terveen",1
"Fabian Lorenzo","César A. F. De Rose",1
"Fabio Petroni","Mara Sorella",1
"Fabio Pulvirenti","Pietro Michiardi",1
"Fabio Pulvirenti","Wim Mees",1
"Fabrício Benevenuto","Daniel Hasan Dalip",1
"Fabrício Benevenuto","Ingmar Weber",1
"Fabrizio Silvestri","Mounia Lalmas",1
"Faisal Kamiran","Aizaz Anwar",1
"Faisal Kamiran","Asim Karim",1
"Faisal R. Al-Osaimi","Amine Lamine",1
"Faisal R. Al-Osaimi","Ata Sasmaz",1
"Faisal R. Al-Osaimi","Majid Alotaibi",1
"Faisal R. Al-Osaimi","Ozkan Sayin",1
"Faizan Javed","Janani Balaji",1
"Faizan Javed","Mahmudur Rahman",1
"Faizan Javed","Matt McNair",2
"Fajie Yuan","Guibing Guo",1
"Fajie Yuan","Haitao Yu 0003",1
"Fajie Yuan","Joemon M. Jose",1
"Fajie Yuan","Long Chen 0008",1
"Fajie Yuan","Weinan Zhang 0001",1
"Fan Jiang","Charles Schmitt",1
"Fan Jiang","Claris Castillo",1
"Fan Yang","Haipeng Chen",1
"Fan Yang","Ruihao Zhao",1
"Fan Yang","Yuzhen Huang",1
"Fang (Cherry) Liu","Duen Horng Chau",1
"Fang (Cherry) Liu","Fu Shen",1
"Fang (Cherry) Liu","Mehmet Belgin",1
"Fang (Cherry) Liu","Neil Bright",1
"Fang Chen 0001","Peter Runcie",1
"Fang Dong","Alex Thomo",1
"Fang Dong","Kui Wu 0001",1
"Fang Dong","Venkatesh Srinivasan 0001",1
"Fang Du","Lijuan Song",1
"Fang Du","Ting Li",1
"Fang Du","Xiaojun Gu",1
"Fang Du","Yingjie Shi",1
"Fang Zhou","Mohamed F. Ghalwash",1
"Fang Zhou","Zoran Obradovic",1
"Fangshan Wang","Eric P. Xing",1
"Fangshan Wang","Qirong Ho",1
"Fangshan Wang","Qiuling Pan",1
"Fangshan Wang","Shikai Liu",1
"Fangshan Wang","Zhengbing Li",1
"Fangshuang Tang","Enhong Chen",1
"Fangshuang Tang","Qi Liu 0003",1
"Fangshuang Tang","Yanjie Fu",1
"Fangshuang Tang","Yong Ge",1
"Fangzhao Wu","Sixing Wu",1
"Fangzhao Wu","Songfang Huang",1
"Fangzhao Wu","Yong Qin",1
"Fangzhao Wu","Yongfeng Huang 0001",1
"Fangzhou Sun","Abhishek Dubey",1
"Fangzhou Sun","Hiba Baroud",1
"Fangzhou Zhu","Chen Luo",1
"Fangzhou Zhu","Jia Zeng",1
"Fangzhou Zhu","Ke Deng",1
"Fangzhou Zhu","Mingxuan Yuan",1
"Fangzhou Zhu","Tao Gu",1
"Fangzhou Zhu","Weixiong Rao",1
"Fangzhou Zhu","Yijian Zhu",1
"Fangzhou Zhu","Zhengqing Zhang",1
"Fanjiang Xu","Sen Wang 0001",1
"Fanjiang Xu","Weitong Chen",1
"Farhana H. Zulkernine","Patrick Martin 0001",1
"Farrukh Ahmed","Colin Bellinger",1
"Farrukh Ahmed","Michele Samorani",1
"Farrukh Ahmed","Osmar R. Zaïane",2
"Farshid Farhat","James Z. Wang",1
"Farshid Farhat","Stephen Wistar",1
"Fatemah Alali","John A. Stankovic",1
"Fatemah Alali","Nada Basit",1
"Fatemah Alali","Tianshu Zhou",1
"Fatemah Alali","Xiao Liu",1
"Fatemah Alali","Xiaoyu Wang",1
"Fatemah Alali","Yunfei Guan",1
"Fedor Borisyuk","Bo Zhao",1
"Fedor Borisyuk","David Stein",1
"Fedor Borisyuk","Krishnaram Kenthapadi",1
"Fei Liu 0004","Frederick Liu",1
"Fei Liu 0004","Noah A. Smith",1
"Fei Wang","Hui Xiong 0001",1
"Fei Wang","Ke Xu 0001",1
"Fei Wang 0001","Joel Dudley",1
"Fei Wang 0001","Ping Zhang 0016",1
"Fei Wu 0007","Zhenhui Li",1
"Fei Xiao","Chris Pouliot",1
"Fei Xiao","Nilesh Kulkarni",1
"Feida Zhu 0001","Ee-Peng Lim",1
"Feida Zhu 0001","Jianzong Wang",1
"Feida Zhu 0001","Jing Xiao",1
"Feida Zhu 0001","Pei Hua Cher",1
"Feida Zhu 0001","Zhi-Hua Zhou",1
"Feifan Fan","Dongyan Zhao 0001",1
"Feifan Fan","Lili Yao",1
"Feifan Fan","Yansong Feng",1
"Feiping Nie 0001","Heng Huang",2
"Felipe Maldonado","Gerardo Berbeglia",1
"Felipe Pezoa","Domagoj Vrgoc",1
"Felipe Pezoa","Fernando Suárez",1
"Felipe Pezoa","Juan L. Reutter",1
"Felipe Pezoa","Martín Ugarte",1
"Felix Rauchenstein","Karl Aberer",1
"Felix Rauchenstein","Nuno Nunes 0001",1
"Felix Rauchenstein","Tri Kurniawan Wijaya",1
"Feng Chen 0001","Chang-Tien Lu",1
"Feng Chen 0001","David W. Cheung",1
"Feng Chen 0001","Naren Ramakrishnan",1
"Feng Feng 0001","Qiaozhu Mei",1
"Feng Wang 0001","Jiangchuan Liu",1
"Feng Wang 0009","Li Chen 0009",1
"Feng Wang 0009","Weike Pan",1
"Feng Xu 0007","Hanghang Tong",1
"Feng Xu 0007","Jian Lu 0001",1
"Fengjiao Wang","Philip S. Yu",1
"Fenglong Ma","Aidong Zhang",1
"Fenglong Ma","Houping Xiao",1
"Fenglong Ma","Jing Gao 0004",1
"Fenglong Ma","Lu Su",2
"Fenglong Ma","Yaliang Li",1
"Fenglong Ma","Yunlong Feng",1
"Fernando Diaz 0001","Jie Yin",1
"Fernando Diaz 0001","Yu-Ru Lin",1
"Fernando J. Marianno","Conrad M. Albrecht",1
"Fernando J. Marianno","Hendrik F. Hamann",1
"Fernando Suárez","Domagoj Vrgoc",1
"Fernando Suárez","Martín Ugarte",1
"Fiana Raiber","Ido Guy",1
"Fiana Raiber","Oren Kurland",1
"Filip Radlinski","Katja Hofmann",1
"Filip Radlinski","Ryen W. White",1
"Filipe Nunes Ribeiro","Fabrício Benevenuto",1
"Filippo Menczer","Alessandro Flammini",1
"Flavio Chierichetti","Anirban Dasgupta 0001",1
"Flavio Chierichetti","Ravi Kumar 0001",1
"Flavio Chierichetti","Silvio Lattanzi",1
"Flavio Chierichetti","Tamás Sarlós",1
"Flavio Figueiredo","Bruno Ribeiro 0001",1
"Flavio Figueiredo","Christos Faloutsos",1
"Flavio Figueiredo","Jussara M. Almeida",1
"Flávio Luis Cardeal Pádua","Adriano César Machado Pereira",1
"Flávio Luis Cardeal Pádua","Daniel Hasan Dalip",1
"Flávio Luis Cardeal Pádua","Fabrício Benevenuto",1
"Florian Lemmerich","Andreas Hotho",1
"Florian Lemmerich","Denis Helic",1
"Florian Lemmerich","Markus Strohmaier",1
"Florian Lemmerich","Martin Becker 0003",1
"Florian Lemmerich","Philipp Singer",1
"Florian Schaub","Fei Liu 0004",1
"Florian Schaub","Frederick Liu",1
"Florian Schaub","Noah A. Smith",1
"Florian Schaub","Norman M. Sadeh",1
"Florian Schaub","Rohan Ramanath",1
"Florian Schmidt 0006","Feng Liu",1
"Florian Schmidt 0006","Odej Kao",1
"Florian Winder","Abid Hussain",1
"Florian Winder","Benjamin Flesch",1
"Florian Winder","Mats Ekran",1
"Florian Winder","Melanie Schnittger",1
"Florian Winder","Niels Buus Lassen",1
"Florian Winder","Raghava Rao Mukkamala",1
"Florian Winder","Ravi Vatrapu",1
"Forest Agostinelli","David P. Wipf",1
"Forest Agostinelli","Matthew Staib",1
"Forest Agostinelli","Thomas Moscibroda",1
"Francesco Bonchi","Carlos Castillo 0001",1
"Francesco Bonchi","Ricardo Baeza-Yates",1
"Francesco Gullo","Gianluca Sabena",1
"Francesco Gullo","Marcello Paris",1
"Francesco Gullo","Stefano Pascolutti",1
"Francesco Versaci","Gianluigi Zanetti",1
"Francesco Versaci","Luca Pireddu",1
"Francisco Padillo","José María Luna",1
"Francisco Padillo","Sebastián Ventura",1
"Franco Berbeglia","Felipe Maldonado",1
"Franco Berbeglia","Gerardo Berbeglia",1
"Franco Lin","Chao-Tung Yang",1
"Franco Lin","Hsi-Ching Lin",1
"Franco Lin","Wen-Yi Chang",1
"Franco Lin","Whey-Fone Tsai",1
"François Petitjean","Geoffrey I. Webb",1
"Frank Bentley","David A. Shamma",1
"Frank Bentley","Saeideh Bakhshi",1
"Frank Cao","Chongzhe Li",1
"Frank Li 0001","Elie Bursztein",1
"Frank Li 0001","Eric Kuan",1
"Frank Li 0001","Grant Ho",1
"Frank Li 0001","Kurt Thomas",1
"Frank Li 0001","Lucas Ballard",1
"Frank Li 0001","Vern Paxson",1
"Frank Li 0001","Yuan Niu",1
"Frank Pallas","David Bermbach",1
"Frank Pallas","Johannes Günther 0003",1
"Frank S. Haug","Frank S. Haug",2
"Frank S. Haug",NA,1
"Frank Seide","Amit Agarwal",1
"Frans Schalekamp","Christoph Studer",1
"Frans Schalekamp","Hod Lipson",1
"Frans Schalekamp","Kelvin Luu",1
"Franz Franchetti","José M. F. Moura",1
"Fred Morstatter","Huan Liu 0001",2
"Fred Morstatter","Liang Wu 0006",1
"Fu Shen","Duen Horng Chau",1
"Fu Shen","Mehmet Belgin",1
"Fu Shen","Neil Bright",1
"Fuad Rahman","Ari Mitra",1
"Fuad Rahman","Marvin J. Slepian",1
"Fuhao Zou","Hua Wang 0008",1
"Fujio Toriumi","Ichiro Fukuda",1
"Fujio Toriumi","Kazuya Wada",1
"Fujio Toriumi","Masanori Takano",1
"Fusang Zhang","Beihong Jin",1
"Fusang Zhang","Qiang Ji",1
"Fusang Zhang","Tingjian Ge",1
"Fusang Zhang","Yanling Cui",1
"Fuzhen Zhuang","Hui Xiong 0001",1
"Fuzhen Zhuang","Naiwang Guo",1
"Fuzhen Zhuang","Philip S. Yu",1
"Fuzhen Zhuang","Ping Luo 0001",1
"Fuzhen Zhuang","Qing He 0003",1
"Fuzhen Zhuang","Sinno Jialin Pan",1
"Fuzheng Zhang","Defu Lian",2
"Fuzheng Zhang","Kai Zheng 0001",1
"Fuzheng Zhang","Nicholas Jing Yuan",2
"Fuzheng Zhang","Wei-Ying Ma",1
"Fuzheng Zhang","Xing Xie 0001",2
"Fuzheng Zhang","Yong Rui",1
"G. S. Smrithy","Ramadoss Balakrishnan",1
"G. S. Smrithy","Sathyan Munirathinam",1
"Gabriel Antoniu","Marta Mattoso",1
"Gabriel Antoniu","Patrick Valduriez",1
"Gabriel Doyle","Daniel Yurovsky",1
"Gabriel Doyle","Michael C. Frank",1
"Gail M. Keenan","Ashfaq A. Khokhar",1
"Gail M. Keenan","Diana J. Wilkie",1
"Gandhi Sivakumar","Drew Johnson",1
"Gandhi Sivakumar","Rashida Hodge",1
"Ganesh Venkataraman","Abhimanyu Lad",1
"Ganesh Venkataraman","Lin Guo",1
"Ganesh Venkataraman","Shakti Sinha",1
"Gang Huang 0001","Feng Feng 0001",1
"Gang Huang 0001","Qiaozhu Mei",1
"Gang Wang 0011","Ben Y. Zhao",1
"Gang Wang 0011","Haitao Zheng 0001",1
"Gang Wang 0011","Sarita Yardi Schoenebeck",1
"Gang Zhao","Jianbo Yang",1
"Gang Zhao","Jianneng Cao",1
"Gang Zhao","Min Wu 0008",1
"Gang Zhao","Peilin Zhao",1
"Gang Zhao","Wei Chen",1
"Gang Zhao","Wei Zha",1
"Ganzhao Yuan","Yin Yang 0001",1
"Ganzhao Yuan","Zhenjie Zhang",1
"Ganzhao Yuan","Zhifeng Hao",1
"Gao Cong","Aixin Sun",1
"Gao Cong","Ge Yu 0001",1
"Gao Cong","Jialong Han",1
"Gao Cong","Yu Gu 0002",1
"Gareth Tyson","Arjuna Sathiaseelan",1
"Gareth Tyson","Matthew J. Williams",1
"Gareth Tyson","Pierre François",1
"Gargi Banerjee Dasgupta","Subhrajit Bhattacharya",1
"Garrison Vaughan","Ben Cotton",1
"Garrison Vaughan","John David",1
"Gary S. W. Goh","Allan N. Zhang",3
"Gary S. W. Goh","Andy J. L. Ang",1
"Gary S. W. Goh","Siwei Jiang",2
"Gary Soeller","Christian Sandvig",1
"Gary Soeller","Christo Wilson",1
"Gary Soeller","Karrie Karahalios",1
"Gaurav Baruah","Haotian Zhang 0001",1
"Gaurav Baruah","Jimmy J. Lin",1
"Gaurav Baruah","Mark D. Smucker",1
"Gaurav Baruah","Olga Vechtomova",1
"Gaurav Baruah","Rakesh Guttikonda",1
"Gaurav Paruthi","Enrique Frías-Martínez",1
"Gaurav Paruthi","Vanessa Frías-Martínez",1
"Ge Li 0001","Lu Zhang 0023",1
"Ge Li 0001","Zhi Jin",1
"Geli Fei","Bing Liu 0001",2
"Geli Fei","Sherry Emery",1
"Geli Fei","Shuai Wang 0020",1
"Gen Kobayashi","Masanori Yamasaki",1
"Genady Ya. Grabarnik","Larisa Shwartz",1
"Genady Ya. Grabarnik","Mauro Tortonesi",1
"Geoffrey I. Webb","François Petitjean",1
"Geoffrey Mon","Milad Makkie",1
"Geoffrey Mon","Shannon Quinn",1
"Geoffrey Mon","Tianming Liu",1
"Geoffrey Mon","Xiang Li 0001",1
"Georg Heigold","Günter Neumann",1
"Georg Heigold","Josef van Genabith",1
"Georg Wiese","Felix Naumann",1
"Georg Wiese","Sebastian Kruse 0001",1
"Georg Wiese","Thorsten Papenbrock",1
"George Pallis 0001","Marios D. Dikaiakos",1
"George Pallis 0001","Robert-Jan Sips",1
"George Pallis 0001","Zoltán Szlávik",1
"Georgiana Ifrim","Neil J. Hurley",1
"Georgios Theodoropoulos 0001","Andrew Stephen McGough",2
"Georgios Theodoropoulos 0001","Ibad Kureshi",2
"Gerald Schaefer","Hitoshi Iyatomi",1
"Germán Moltó","Davide Salomoni",1
"Germán Moltó","Dean N. Williams",1
"Germán Moltó","Giacinto Donvito",1
"Germán Moltó","Giovanni Aloisio",1
"Germán Moltó","Ignacio Blanquer",1
"Germán Moltó","Mário David",1
"Germán Moltó","Roberto Barbera",1
"Germán Moltó","V. Anantharaj",1
"Ghazaleh Beigi","Huan Liu 0001",1
"Ghazaleh Beigi","Jiliang Tang",1
"Gheorghi Guzun","Guadalupe Canahuate",1
"Gheorghi Guzun","Josiah C. McClurg",1
"Gheorghi Guzun","Raghuraman Mudumbai",1
"Giacinto Donvito","Davide Salomoni",1
"Giacinto Donvito","Dean N. Williams",1
"Giacinto Donvito","Giovanni Aloisio",1
"Giacinto Donvito","V. Anantharaj",1
"Gianluca Demartini","Philippe Cudré-Mauroux",1
"Gianmarco De Francisci Morales","Albert Bifet",2
"Gianmarco De Francisci Morales","Arinto Murdopo",1
"Gianmarco De Francisci Morales","Aristides Gionis",1
"Gianmarco De Francisci Morales","Francesco Bonchi",1
"Gianmarco De Francisci Morales","João Gama 0001",1
"Gianmarco De Francisci Morales","Latifur Khan",1
"Gianmarco De Francisci Morales","Ricardo Baeza-Yates",1
"Gianmarco De Francisci Morales","Wei Fan 0001",1
"Gilad Tsur","David Carmel",1
"Gilad Tsur","Idan Szpektor",1
"Gilad Tsur","Yuval Pinter",1
"Giorgos Borboudakis","Ioannis Tsamardinos",1
"Giovanni Da San Martino","Alberto Barrón-Cedeño",1
"Giovanni Da San Martino","Alessandro Moschitti",1
"Giovanni Da San Martino","Antonio Uva 0001",1
"Giovanni Da San Martino","Salvatore Romeo",1
"Giovanni Quattrone","Daniele Quercia",1
"Giovanni Quattrone","Davide Proserpio",1
"Giovanni Quattrone","Licia Capra",1
"Giovanni Quattrone","Mirco Musolesi",1
"Giri Prakash","Anthony Clodfelter",1
"Giri Prakash","Everett Neil Rush",1
"Giri Prakash","Jimmy W. Voyles",1
"Giri Prakash","Jitendra Kumar 0001",1
"Giri Prakash","Robert Records",1
"Giridhari Venkatadri","Bimal Viswanath",1
